,X-axis Angular Velocity,Y-axis Angular Velocity,Z-axis Angular Velocity,X-axis Acceleration,Y-axis Acceleration,Z-axis Acceleration,X-axis Angle,Y-axis Angle,Z-axis Angle,Base Action,Action
1045,0.58173155943175,0.5898141020425407,0.3947499021226386,0.442671522264308,0.4982165402552994,0.5946618488855233,0.8483546475150311,0.8004731934418825,0.6053606472759483,2,Two-stage left turn 2
1046,0.4140106871697437,0.579323148601807,0.4444437190002214,0.4703721676304473,0.6526672246216856,0.6439168035437393,0.8304337747942597,0.8980543162148482,0.8177874929114017,0,Two-stage left turn 2
1047,0.3534911055914147,0.5694466954151515,0.453355033162317,0.327655863635887,0.4239751832632951,0.6142132021356106,0.8758003294978329,0.7947627416373115,0.5449035772996057,2,Two-stage left turn 2
1048,0.3630557450885824,0.5611132183849049,0.5100798127759893,0.3456745191954865,0.5043304342168905,0.5882102059776525,0.8729501144063578,0.8101524911848265,0.6190053502453057,3,Two-stage left turn 2
1049,0.3089074879585412,0.5484559897314943,0.6408818356592825,0.343971615272517,0.5223085231834567,0.5721303416254759,0.87950151000351,0.8132547052108867,0.6381757642618158,3,Two-stage left turn 2
1050,0.245210070908639,0.5456796136658343,0.7079214335713243,0.3536532306498742,0.5382485461603402,0.5839201903621762,0.875665129398189,0.8174695299696381,0.6567952375453345,3,Two-stage left turn 2
1051,0.3269568490259433,0.4870355465034646,0.8063755742349763,0.3984761481122029,0.4412981361606837,0.574128099431299,0.8917305115736945,0.7908193548598611,0.5324068542344625,3,Two-stage left turn 2
1052,0.3651693161383638,0.4938261485129593,0.7866861133512402,0.31582240374549,0.444865055650085,0.5921402011518465,0.9088561622733482,0.803513459786883,0.5603647689239231,3,Two-stage left turn 2
1053,0.5445835306689562,0.5052454767203668,0.8729518437237473,0.449842964400771,0.4584757734937722,0.6093663311947316,0.8735410632476037,0.7667407719654166,0.5345696367601404,3,Two-stage left turn 2
1054,0.5827959977813766,0.5253078076373501,0.833096074666543,0.4372029840508145,0.5081882888423487,0.5942688630466921,0.8693065667835695,0.8092547331231085,0.6216429596177986,3,Two-stage left turn 2
1055,0.5615686273145665,0.546913064142914,0.6450991075013348,0.3736443791439949,0.4959601969117098,0.5599803356616114,0.8982858203159367,0.8088864877192861,0.6043175579564185,3,Two-stage left turn 2
1056,0.4872574380673418,0.5567895173295695,0.4880465952312351,0.5021069130111145,0.5148846610909672,0.5970852843559629,0.8420743605591001,0.8209920169491433,0.6433992848943623,0,Two-stage left turn 2
1057,0.4840641230184619,0.5549371166294883,0.4074084002702851,0.4572836211196031,0.508115327052742,0.5750122833721988,0.8535205675855703,0.8085672246567404,0.6220902271669945,0,Idle 7
1058,0.7069976907601361,0.552470215675329,0.4331954076103383,0.4142534705840945,0.5150299766552674,0.5858194623329981,0.8660787142765689,0.813692957586907,0.633181744658811,0,Idle 7
1059,0.6103946926964746,0.5632706442275635,0.4256943570177472,0.4671445880754789,0.4516340856808535,0.5836254167865823,0.8563775834203438,0.7579663533212805,0.5112116960717454,2,Idle 7
1060,0.6231371676652154,0.5623466688619846,0.4270978611540211,0.5587632903638403,0.5113180456090227,0.6041919948524737,0.7967215810591957,0.4035612156191425,0.1995757188434093,1,Idle 7
1061,0.5350190650996233,0.5577178920962432,0.4280380368670242,0.4386374222497802,0.4930490215063995,0.6090715576191378,0.8538029242984861,0.7961494002914847,0.596948127728082,2,Idle 7
1062,0.5382123801485031,0.5614182435274822,0.4210069973191934,0.3786647256257834,0.5552805639216719,0.5799901951879821,0.8534325833298473,0.8238440850755682,0.683518532141382,0,Idle 7
1063,0.6135878338175195,0.5749994475464716,0.4228805893119687,0.4993278996170338,0.4365671721195977,0.6144097634479672,0.8404981514133445,0.7151964106571878,0.4659995394885546,2,Idle 7
1064,0.6157015787951359,0.5626560934056567,0.4214704025542054,0.3597489377444086,0.625736724070368,0.594530808010619,0.818354227695262,0.8320966958402034,0.7483041236262826,0,Idle 7
1065,0.6379933876115726,0.5592608176848237,0.4252242691612457,0.3823401224832742,0.3653832181195739,0.566333766306245,0.9054066884529024,0.7994459445571006,0.4692439743741567,2,Idle 7
1066,0.6284440537638767,0.5641990189942372,0.4205369862744331,0.5302553756797761,0.4370040308348683,0.6072376692998861,0.8385663510680146,0.6800482390957876,0.4257081759175939,2,Idle 7
1067,0.5137916946328132,0.5586418674618221,0.4247541813047442,0.3477365007046757,0.4042505714580167,0.5642049676255174,0.9182299845590696,0.8058802766459549,0.5123128321794689,2,Idle 7
