,Absolute Time,X-axis Angular Velocity,Y-axis Angular Velocity,Z-axis Angular Velocity,X-axis Acceleration,Y-axis Acceleration,Z-axis Acceleration,X-axis Angle,Y-axis Angle,Z-axis Angle
3534,2023-04-17 14:18:45.878000+08:00,-0.51844,-1.17151,0.06207,-1.6544,-0.10535,9.38527,-0.63333,86.37511,56.49919
3535,2023-04-17 14:18:45.932000+08:00,-1.3114,0.23255,0.00087,-0.2514,-0.6584,9.97185,-3.77634,20.92854,57.7348
3536,2023-04-17 14:18:45.983000+08:00,-1.98283,-1.65935,0.06207,-0.62729,0.69911,9.88806,4.03615,138.03326,59.74762
3537,2023-04-17 14:18:46.035000+08:00,-0.21332,1.81934,-0.06032,-0.69432,0.44533,9.39246,2.70717,122.63248,59.17513
3538,2023-04-17 14:18:46.086000+08:00,1.55706,0.29375,-0.24305,-4.45801,-1.233,11.26472,-5.81136,74.93559,49.92219
3539,2023-04-17 14:18:46.143000+08:00,0.45811,-0.8052,-0.06032,-5.50427,0.66319,10.45547,3.21249,96.60006,52.17447
3540,2023-04-17 14:18:46.198000+08:00,-0.70116,0.66007,0.06207,-5.20979,3.85707,10.07959,18.77489,124.48507,66.50872
3541,2023-04-17 14:18:46.249000+08:00,-1.12868,-1.65935,0.24479,-5.01346,-5.04457,7.33823,-29.5799,49.2596,32.94123
3542,2023-04-17 14:18:46.300000+08:00,0.21419,-0.19496,0.30599,-5.72694,-2.86107,10.04607,-13.89682,64.91451,41.43894
3543,2023-04-17 14:18:46.351000+08:00,1.25195,0.53767,0.42839,-5.45399,-0.21547,9.69173,-1.10997,87.83556,48.32858
3544,2023-04-17 14:18:46.406000+08:00,1.31314,-0.43888,0.12327,-3.66553,-0.09337,9.67976,-0.51683,88.57256,53.03565
3545,2023-04-17 14:18:46.457000+08:00,2.1061,1.08671,0.12327,-6.11479,0.34477,7.46512,2.04622,92.97889,43.66176
3546,2023-04-17 14:18:46.508000+08:00,-1.06748,0.41528,0.24479,-4.11086,-2.91135,7.2664,-19.22475,56.90678,39.01765
3547,2023-04-17 14:18:46.559000+08:00,-1.18987,-1.53783,0.12327,-6.60081,-1.1971,9.74919,-5.80568,80.33791,41.73557
3548,2023-04-17 14:18:46.611000+08:00,2.2897,1.39183,0.00087,-3.6799,0.9146,8.70053,5.52992,103.56113,55.80473
3549,2023-04-17 14:18:46.663000+08:00,-1.12868,-0.37768,0.12327,-1.25935,-1.87225,8.3821,-12.45573,34.44938,53.11982
3550,2023-04-17 14:18:46.713000+08:00,0.94683,-0.6828,-0.12152,-3.19627,-2.96642,6.95515,-21.18344,49.36128,40.5771
3551,2023-04-17 14:18:46.763000+08:00,-1.06748,2.42958,0.12327,-0.43097,-0.93852,11.27429,-4.75513,24.71988,56.38248
3552,2023-04-17 14:18:46.815000+08:00,2.2897,1.57542,-0.54816,-2.59293,-0.76375,8.47308,-4.9263,73.85295,51.0906
3553,2023-04-17 14:18:46.873000+08:00,1.25195,0.90399,-0.30424,-2.15958,-1.92972,9.27992,-11.44945,48.84732,50.34494
3554,2023-04-17 14:18:46.933000+08:00,1.37434,1.08671,-0.30424,-1.5323,-1.18272,8.35815,-7.92384,52.66587,52.89161
3555,2023-04-17 14:18:46.992000+08:00,0.64171,0.35495,-0.18272,-1.01755,-1.44849,9.15303,-8.93843,35.36312,54.06026
3556,2023-04-17 14:18:47.051000+08:00,1.43467,0.29375,-0.42664,-4.0486,2.64799,11.7675,12.0125,122.32201,60.49242
3557,2023-04-17 14:18:47.108000+08:00,-1.98283,1.39183,0.00087,-3.72778,-4.69742,9.06924,-25.59723,41.11846,42.36489
3558,2023-04-17 14:18:47.160000+08:00,-1.2502,0.96519,-0.36544,-3.40456,-3.7589,7.5609,-24.38541,44.83021,41.39149
3559,2023-04-17 14:18:47.209000+08:00,0.94683,0.23255,0.42839,-0.11972,5.17148,8.55928,31.1377,178.52577,72.66251
3560,2023-04-17 14:18:47.259000+08:00,5.646,0.17136,-0.54816,-4.29759,1.24739,10.9008,6.07663,105.77052,56.67885
3561,2023-04-17 14:18:47.309000+08:00,3.75409,0.35495,0.42839,-1.32401,1.04866,7.60399,7.73712,128.07242,60.48656
3562,2023-04-17 14:18:47.359000+08:00,0.33659,0.41528,0.36719,-8.53534,0.57222,8.95671,2.64804,93.47399,39.83871
3563,2023-04-17 14:18:47.411000+08:00,-0.21332,-0.19496,0.12327,0.46446,-0.39503,12.24156,-1.84697,-49.63463,58.94568
3564,2023-04-17 14:18:47.462000+08:00,-1.73891,0.96519,0.54991,-5.24809,-1.22583,11.20966,-5.65602,77.29517,47.93576
3565,2023-04-17 14:18:47.511000+08:00,3.14385,0.35495,-0.06032,-5.1236,-2.09492,7.34541,-13.1658,69.32953,37.17926
3566,2023-04-17 14:18:47.561000+08:00,1.86218,-1.23271,0.24479,0.91698,0.35435,9.65582,2.09233,-111.09116,60.28587
3567,2023-04-17 14:18:47.612000+08:00,-1.37259,-0.07256,0.67231,-4.43407,0.40941,6.44998,2.99422,94.95924,47.49043
3568,2023-04-17 14:18:47.661000+08:00,2.0449,0.47647,0.24479,-4.06058,1.73581,6.8522,12.29425,111.8561,58.43028
3569,2023-04-17 14:18:47.710000+08:00,1.37434,-0.25616,-0.48784,-1.30484,-3.82593,9.91678,-20.93217,19.70257,51.976
3570,2023-04-17 14:18:47.761000+08:00,1.43467,-0.6828,0.06207,-5.26007,-3.01909,10.64223,-14.26898,61.51949,43.41629
3571,2023-04-17 14:18:47.814000+08:00,-1.3114,-0.37768,0.00087,-0.17719,0.96248,7.8889,6.95421,169.51782,61.36953
3572,2023-04-17 14:18:47.866000+08:00,-1.37259,0.35495,-0.73176,-3.03107,-4.07253,11.87764,-18.37784,37.9176,49.0864
3573,2023-04-17 14:18:47.917000+08:00,1.12955,-1.41543,-1.82984,2.76768,0.87389,6.15071,7.38245,-106.94721,60.79168
3574,2023-04-17 14:18:47.979000+08:00,4.48672,0.66007,-1.2196,-3.48117,1.39822,9.66299,7.75226,111.37,58.77102
3575,2023-04-17 14:18:48.032000+08:00,5.15816,0.41528,-0.91448,0.99837,-2.65996,10.76433,-13.82318,-20.97353,58.06932
3576,2023-04-17 14:18:48.084000+08:00,-2.65427,0.59887,-0.73176,-3.70145,-6.46434,10.84573,-29.4265,32.63424,44.19131
3577,2023-04-17 14:18:48.144000+08:00,-1.67771,0.17136,0.1836,-1.92734,-1.13245,10.14185,-6.26018,59.8093,54.58492
3578,2023-04-17 14:18:48.204000+08:00,3.20505,-1.59816,-0.36544,1.12288,3.06219,7.80031,21.23454,-158.90492,65.51195
3579,2023-04-17 14:18:48.254000+08:00,0.39779,0.35495,0.54991,-0.72545,-2.42293,10.25197,-13.26518,16.96854,55.0928
3580,2023-04-17 14:18:48.305000+08:00,4.73064,1.51423,0.12327,-2.45407,-5.03261,10.24719,-25.52985,27.81332,48.40971
3581,2023-04-17 14:18:48.356000+08:00,0.21419,-0.07256,-0.60936,-1.39343,1.9848,8.26718,13.31914,144.30992,63.86286
3582,2023-04-17 14:18:48.417000+08:00,0.21419,-0.37768,-1.82984,-4.23056,0.0479,11.44669,0.22488,90.63521,54.02833
3583,2023-04-17 14:18:48.468000+08:00,-3.4481,-1.41543,-2.50127,-3.21063,-2.26012,10.06284,-12.07764,55.68578,49.64844
3584,2023-04-17 14:18:48.520000+08:00,1.80098,2.36838,-3.1727,-1.42935,-2.66953,10.1993,-14.53145,28.76629,52.78577
3585,2023-04-17 14:18:48.571000+08:00,-4.05833,-2.39199,-2.56247,-0.59137,2.45885,9.67737,14.2307,166.19424,63.84862
3586,2023-04-17 14:18:48.621000+08:00,-4.17986,0.53767,-2.44095,0.68713,3.98636,12.90953,17.13744,-169.91893,64.62885
3587,2023-04-17 14:18:48.670000+08:00,-0.39604,-2.51438,-2.80639,-2.93291,-5.95438,13.05798,-23.98479,27.82462,48.54349
3588,2023-04-17 14:18:48.720000+08:00,0.21419,-2.33079,-2.13583,1.44849,-3.43327,8.59758,-21.49356,-23.98578,59.50687
3589,2023-04-17 14:18:48.774000+08:00,1.98458,0.04983,-2.44095,1.85789,-0.60573,11.3174,-3.02327,-72.03254,60.34743
3590,2023-04-17 14:18:48.826000+08:00,2.1673,-0.6828,-2.62367,-2.13084,-3.38539,11.1474,-16.60945,33.08566,51.8374
3591,2023-04-17 14:18:48.877000+08:00,1.43467,1.51423,-4.33285,-1.6568,-0.65361,11.53047,-3.21146,68.55746,56.81956
3592,2023-04-17 14:18:48.929000+08:00,-1.3114,-0.744,-6.22476,-2.75334,-0.02394,9.14586,-0.14362,89.50888,54.70801
3593,2023-04-17 14:18:48.978000+08:00,1.37434,0.17136,-6.95739,-0.00479,-2.33434,7.98706,-16.29178,0.12088,55.74266
3594,2023-04-17 14:18:49.029000+08:00,2.59482,2.7347,-8.05547,-2.9377,1.47723,12.38521,6.6198,116.38609,59.26715
3595,2023-04-17 14:18:49.087000+08:00,0.58051,-3.49094,-7.75035,-0.64883,-2.72939,9.59357,-15.84676,13.7209,54.35203
3596,2023-04-17 14:18:49.148000+08:00,-4.60737,4.19997,-6.34716,0.61292,-0.27533,9.27992,-1.69574,-65.83152,59.60452
3597,2023-04-17 14:18:49.199000+08:00,-4.36345,-5.38284,-5.24821,-2.49477,0.42139,6.19859,3.60857,99.34698,55.40243
3598,2023-04-17 14:18:49.249000+08:00,-2.22675,-0.07256,-4.63797,-4.45561,0.60814,12.33253,2.65535,97.61387,55.57587
3599,2023-04-17 14:18:49.300000+08:00,-5.82785,-4.89413,-3.84414,2.60968,1.82199,10.46745,9.58636,-124.40248,62.01444
3600,2023-04-17 14:18:49.352000+08:00,-6.8044,-5.74916,-1.03688,-1.92734,-4.65193,14.96616,-17.13371,23.18482,53.02556
3601,2023-04-17 14:18:49.415000+08:00,-1.55619,-4.16237,1.09982,-1.23781,0.14606,7.20654,1.14432,96.69659,57.76927
3602,2023-04-17 14:18:49.470000+08:00,-3.2033,-1.59816,2.99173,-2.65996,-2.62643,13.01248,-11.18594,45.92481,52.70654
3603,2023-04-17 14:18:49.522000+08:00,-3.08178,-4.03998,3.60197,1.99915,-2.03506,7.04375,-15.53276,-45.56999,61.37224
3604,2023-04-17 14:18:49.577000+08:00,-1.98283,-2.7583,2.50302,-3.36386,-3.64157,10.92953,-17.6638,44.08286,48.44853
3605,2023-04-17 14:18:49.629000+08:00,-7.90335,1.14791,3.41837,-2.01353,2.3152,11.66216,11.06888,138.49147,63.26284
3606,2023-04-17 14:18:49.681000+08:00,-5.09609,-2.33079,4.02948,3.51707,1.42216,6.6104,10.75415,-111.00015,60.69529
3607,2023-04-17 14:18:49.734000+08:00,-2.53274,-1.41543,5.24996,-1.9872,-0.81163,6.5218,-6.78883,68.1682,52.46813
3608,2023-04-17 14:18:49.794000+08:00,-4.85129,0.47647,6.77555,0.76135,0.62489,10.6973,3.33478,-129.32266,61.29082
3609,2023-04-17 14:18:49.857000+08:00,-0.51844,2.6735,8.11842,-2.28168,-0.07182,12.60307,-0.32129,88.20669,57.60948
3610,2023-04-17 14:18:49.911000+08:00,-4.97369,-0.92759,8.24081,-3.88818,-0.6584,9.14824,-3.78951,80.6545,49.74102
3611,2023-04-17 14:18:49.963000+08:00,-3.02058,2.8571,8.66746,-1.89143,-2.45885,10.02931,-13.54552,38.25413,51.7222
3612,2023-04-17 14:18:50.024000+08:00,-4.24106,-0.92759,8.11842,-1.17317,0.96727,10.08199,5.4437,129.3576,59.56161
3613,2023-04-17 14:18:50.076000+08:00,-0.02972,7.67866,8.24081,-1.78848,0.97444,10.67815,5.14288,118.40845,58.93206
3614,2023-04-17 14:18:50.126000+08:00,0.33659,-14.29422,7.7521,-6.96474,0.45012,4.2928,3.14908,93.08909,18.92797
3615,2023-04-17 14:18:50.177000+08:00,-0.45724,-2.51438,9.03377,-8.3055,-0.36391,10.79546,-1.53043,87.66751,41.28437
3616,2023-04-17 14:18:50.230000+08:00,-1.92163,-1.35424,9.46129,-2.44928,0.46448,12.47141,2.09296,100.66769,57.31985
3617,2023-04-17 14:18:50.282000+08:00,3.57137,-5.19925,7.99602,-6.58406,2.14999,10.46506,9.86464,107.04472,55.01083
3618,2023-04-17 14:18:50.339000+08:00,1.37434,-5.19925,6.83675,-1.55385,-0.02634,7.81946,-0.18927,89.03522,55.19691
3619,2023-04-17 14:18:50.390000+08:00,7.35519,-8.74002,5.98259,-2.05663,0.31364,9.48582,1.8508,98.60336,55.84918
3620,2023-04-17 14:18:50.441000+08:00,-1.98283,0.41528,6.65403,-5.72455,-2.52827,3.88579,-20.07336,70.22475,12.94689
3621,2023-04-17 14:18:50.490000+08:00,-6.43896,1.94174,5.98259,0.1245,0.25858,11.75792,1.25975,-154.2865,58.53856
3622,2023-04-17 14:18:50.541000+08:00,1.92338,0.53767,7.08067,-7.74286,-4.34547,10.39563,-18.53319,63.19368,33.08638
3623,2023-04-17 14:18:50.592000+08:00,-4.66857,0.53767,5.49388,-1.3264,-0.28969,9.16501,-1.79175,77.72495,56.00536
3624,2023-04-17 14:18:50.642000+08:00,0.51931,-0.8052,5.00604,-1.67116,0.60095,6.63434,5.01988,109.54757,57.5246
3625,2023-04-17 14:18:50.693000+08:00,-1.49499,1.94174,4.76124,-4.35985,-0.27773,11.96861,-1.24902,86.42918,52.02828
3626,2023-04-17 14:18:50.743000+08:00,0.0918,-2.39199,4.63972,-5.23853,-0.52193,8.09958,-3.09715,84.62104,43.5731
3627,2023-04-17 14:18:50.792000+08:00,-2.71546,1.14791,5.7378,-1.34555,0.26816,9.95509,1.5291,101.23537,57.53873
3628,2023-04-17 14:18:50.841000+08:00,5.40208,0.96519,4.82244,-3.71101,0.33519,6.48111,2.56978,94.92949,49.54803
3629,2023-04-17 14:18:50.891000+08:00,4.66945,4.8714,4.3346,-2.65039,-0.90979,9.5361,-5.25191,71.31819,52.10219
3630,2023-04-17 14:18:50.953000+08:00,1.06835,-3.06342,1.71006,-2.46603,-0.80923,8.07803,-5.47292,72.13132,51.02164
3631,2023-04-17 14:18:51.003000+08:00,1.67946,2.55198,1.28255,-3.5099,-0.54347,10.35014,-2.84682,81.35883,51.46365
3632,2023-04-17 14:18:51.052000+08:00,2.77754,0.11016,1.03863,-2.04466,-0.1604,10.64462,-0.84781,85.54152,55.33186
3633,2023-04-17 14:18:51.104000+08:00,0.64171,0.29375,1.22135,-4.03424,-3.7565,6.14352,-27.07202,50.88266,32.99744
3634,2023-04-17 14:18:51.154000+08:00,0.88563,-0.6216,2.56422,-3.27527,-1.87225,8.88968,-11.17894,61.06998,47.09033
3635,2023-04-17 14:18:51.204000+08:00,1.31314,-0.43888,1.71006,-3.59131,-1.32878,6.51224,-10.13043,70.6675,42.20447
3636,2023-04-17 14:18:51.253000+08:00,2.2897,-0.43888,2.80814,-1.82918,-1.22823,13.33571,-5.21358,56.27544,54.76746
3637,2023-04-17 14:18:51.310000+08:00,3.38777,-4.34509,3.29685,-2.34393,0.81882,9.89284,4.6046,109.05727,57.38016
3638,2023-04-17 14:18:51.361000+08:00,2.89993,-0.50008,3.29685,-3.46442,-0.4501,9.92397,-2.45197,82.73877,51.75032
3639,2023-04-17 14:18:51.411000+08:00,2.1673,-0.6216,3.72437,-2.90657,-1.67833,8.72447,-10.34312,60.69249,48.61319
3640,2023-04-17 14:18:51.461000+08:00,3.63257,0.53767,0.67231,-5.63356,-0.51236,9.16022,-2.72774,85.06511,44.68485
3641,2023-04-17 14:18:51.511000+08:00,-0.45724,-0.6216,-0.60936,-4.98474,1.07022,9.18895,5.84529,101.599,52.75495
3642,2023-04-17 14:18:51.560000+08:00,1.19075,-0.6828,-3.84414,-1.82439,3.08614,13.17529,13.06279,148.88826,63.34103
3643,2023-04-17 14:18:51.610000+08:00,1.37434,5.35924,-4.69917,-1.51074,1.65919,11.62146,8.0583,137.41275,60.7729
3644,2023-04-17 14:18:51.661000+08:00,0.51931,1.57542,-7.20131,-4.38858,-1.52989,8.15225,-9.38293,71.65379,43.44566
3645,2023-04-17 14:18:51.711000+08:00,0.82443,6.39699,-7.56763,-4.93446,-1.3168,8.011,-7.96707,75.86286,41.83878
3646,2023-04-17 14:18:51.762000+08:00,-0.57964,2.7959,-7.87275,-3.72778,0.13168,9.76595,0.72174,91.97852,53.11307
3647,2023-04-17 14:18:51.812000+08:00,-0.33484,-1.23271,-9.64313,-3.15556,-2.14041,9.63426,-11.92178,56.68011,48.47201
3648,2023-04-17 14:18:51.862000+08:00,-11.50444,6.82451,-9.15442,-1.99916,3.76848,12.15297,17.01279,151.22943,65.62549
3649,2023-04-17 14:18:51.910000+08:00,-6.98799,3.89485,-11.41265,-1.97522,-0.01436,11.78665,-0.06883,89.58545,56.66724
3650,2023-04-17 14:18:51.960000+08:00,-6.25536,5.60403,-11.84016,-5.67667,-1.70467,10.90559,-7.89384,73.98296,44.78941
3651,2023-04-17 14:18:52.009000+08:00,-11.99316,5.54284,-10.61969,-5.66948,0.01198,9.00459,0.0645,90.11478,46.52541
3652,2023-04-17 14:18:52.060000+08:00,-8.7575,5.54284,-9.09322,-3.60568,-0.7829,6.7325,-5.85298,78.26322,45.44075
3653,2023-04-17 14:18:52.119000+08:00,-11.62684,0.35495,-6.46868,-5.18825,-1.14682,8.51617,-6.56035,78.18102,42.88315
3654,2023-04-17 14:18:52.173000+08:00,-13.03003,1.88054,-3.1727,-6.08846,-1.16357,8.24084,-6.47896,79.92303,38.50811
3655,2023-04-17 14:18:52.224000+08:00,-18.27912,0.04983,-0.73176,-5.68384,0.12212,9.07162,0.65356,91.16751,46.66531
3656,2023-04-17 14:18:52.284000+08:00,-17.79128,-1.47663,2.93053,-5.97833,-1.97043,7.8027,-11.33511,73.1641,35.0533
3657,2023-04-17 14:18:52.342000+08:00,-15.34946,-1.04912,7.44698,-6.23691,-1.82916,9.40681,-9.20561,74.65442,39.13177
3658,2023-04-17 14:18:52.399000+08:00,-16.02089,2.7347,13.3063,-3.78046,-3.25371,9.91678,-17.04446,50.75858,44.55455
3659,2023-04-17 14:18:52.451000+08:00,-13.51875,-5.44404,17.51763,-5.03502,-0.40222,8.24803,-2.38345,85.6595,44.7017
3660,2023-04-17 14:18:52.502000+08:00,-16.50961,-2.57471,22.95031,-4.68306,0.28252,7.19698,1.88449,93.26324,46.58848
3661,2023-04-17 14:18:52.560000+08:00,-12.54219,-8.25131,26.30661,-5.82271,0.43814,9.35176,2.27757,94.08285,44.218
3662,2023-04-17 14:18:52.611000+08:00,-14.19018,-5.99308,28.0158,-5.205,-0.38307,6.36858,-2.66656,86.1143,34.29689
3663,2023-04-17 14:18:52.665000+08:00,-17.54736,-3.85725,32.04441,-3.80679,-2.15237,9.18895,-12.21053,61.5152,42.48934
3664,2023-04-17 14:18:52.725000+08:00,-14.4341,-9.10546,34.42503,-1.6568,-1.33118,9.82101,-7.61276,51.51473,51.09605
3665,2023-04-17 14:18:52.777000+08:00,-15.47185,-8.4349,36.07302,-5.33429,0.4118,10.84813,1.95103,94.2613,48.49176
3666,2023-04-17 14:18:52.829000+08:00,-18.15759,-5.13893,38.75788,-5.06613,1.22583,12.40196,5.2281,103.24035,52.92804
3667,2023-04-17 14:18:52.880000+08:00,-14.86162,-5.07773,36.37814,-2.70546,0.28252,8.07326,1.90041,95.85672,52.35745
3668,2023-04-17 14:18:52.934000+08:00,-12.60339,-10.26561,40.52827,-2.53069,-1.66158,7.63512,-11.67149,57.52461,44.03412
3669,2023-04-17 14:18:52.984000+08:00,-17.36376,-7.39715,40.22315,-1.64003,-0.50517,8.45871,-3.35542,72.99656,51.24815
3670,2023-04-17 14:18:53.035000+08:00,-11.13813,-11.30336,41.68754,-4.38379,-0.46925,9.62949,-2.53947,84.07684,44.67075
3671,2023-04-17 14:18:53.086000+08:00,-17.18104,-1.35424,42.05386,-2.78447,-0.2466,7.60159,-1.74475,85.04333,47.71717
3672,2023-04-17 14:18:53.143000+08:00,-11.99316,-11.7912,36.31694,-3.34232,-1.12288,12.05721,-5.12827,71.68587,47.05721
3673,2023-04-17 14:18:53.204000+08:00,-12.78611,-19.42091,41.99266,-3.38541,0.26576,8.77235,1.61896,94.38707,47.76661
3674,2023-04-17 14:18:53.258000+08:00,-13.09123,-15.02598,41.2609,-4.56096,0.57701,9.52893,3.12636,96.96866,46.09797
3675,2023-04-17 14:18:53.310000+08:00,-14.4341,-11.9748,38.81908,-3.21542,-1.71425,9.60794,-9.60329,62.57075,43.352
3676,2023-04-17 14:18:53.362000+08:00,-12.96971,-12.40144,43.09161,-3.43568,0.27055,9.77074,1.49635,94.41666,47.33985
3677,2023-04-17 14:18:53.412000+08:00,-12.29827,-11.9748,43.94577,-4.10367,0.10774,7.86736,0.69566,91.44663,41.61381
3678,2023-04-17 14:18:53.460000+08:00,-12.481,-13.68311,44.49568,-3.10289,-2.43968,10.28789,-12.79156,52.68734,42.03229
3679,2023-04-17 14:18:53.510000+08:00,-10.28397,-14.78206,47.85198,-3.99113,-4.54659,6.69897,-30.2448,45.50785,27.28811
3680,2023-04-17 14:18:53.561000+08:00,-14.4341,-15.75861,50.84283,-2.37506,-0.55545,10.91039,-2.84784,76.94445,48.0144
3681,2023-04-17 14:18:53.626000+08:00,-13.33515,-12.70656,51.75906,-3.48357,1.48201,11.87524,6.82877,112.6698,51.8592
3682,2023-04-17 14:18:53.683000+08:00,-11.99316,-17.4678,53.89489,-3.53864,0.90741,9.19614,5.26155,104.03604,48.34887
3683,2023-04-17 14:18:53.735000+08:00,-11.44324,-14.47694,58.53374,-2.41815,-0.26096,7.74284,-1.84259,83.93576,45.88896
3684,2023-04-17 14:18:53.786000+08:00,-12.66459,-17.4678,57.00727,-1.31442,1.17555,9.41161,7.0519,131.57227,54.53926
3685,2023-04-17 14:18:53.837000+08:00,-8.63598,-13.68311,55.29896,-1.3288,-1.26173,8.27197,-8.56441,46.81808,46.56735
3686,2023-04-17 14:18:53.887000+08:00,-8.9411,-13.25647,55.48168,-2.42294,-3.82114,8.29831,-23.84618,34.31641,37.74242
3687,2023-04-17 14:18:53.940000+08:00,-9.36862,-12.46264,54.99384,-1.94171,-1.55623,10.27831,-8.46225,51.65525,46.09731
3688,2023-04-17 14:18:53.993000+08:00,-8.57478,-13.31767,52.97954,-1.29048,-1.403,9.88567,-8.01056,42.87505,47.90726
3689,2023-04-17 14:18:54.043000+08:00,-9.30742,-12.21872,51.81939,-3.81396,0.25618,10.73082,1.28864,93.76805,46.16672
3690,2023-04-17 14:18:54.095000+08:00,-9.12382,-14.41574,50.84283,-3.67751,0.51715,10.9415,2.56526,97.8618,47.58961
3691,2023-04-17 14:18:54.152000+08:00,-9.18502,-13.50039,49.37844,-4.37183,0.22984,11.08755,1.1048,92.93897,46.04796
3692,2023-04-17 14:18:54.202000+08:00,-8.14727,-11.42488,47.36414,-3.4285,-1.99197,8.53055,-12.22511,60.82378,38.58189
3693,2023-04-17 14:18:54.251000+08:00,-6.31656,-12.46264,44.49568,-4.03185,-0.91219,9.97185,-4.84746,77.58205,42.05458
3694,2023-04-17 14:18:54.303000+08:00,-6.49928,-8.86154,42.11506,-1.85312,-1.56102,9.69412,-8.98766,50.29054,46.83992
3695,2023-04-17 14:18:54.368000+08:00,-0.76236,-9.35026,38.39156,-2.0686,-1.26173,9.47147,-7.41516,58.95742,48.20431
3696,2023-04-17 14:18:54.426000+08:00,1.49587,-8.00739,37.35469,-1.70468,-1.98718,8.6718,-12.67227,41.27039,46.6615
3697,2023-04-17 14:18:54.484000+08:00,4.97456,-6.3594,32.47192,-1.70708,-1.29526,10.1586,-7.16679,53.08193,49.75462
3698,2023-04-17 14:18:54.541000+08:00,5.58567,-2.51438,30.45762,-1.61369,-2.34392,8.29831,-15.49675,35.37901,45.71518
3699,2023-04-17 14:18:54.592000+08:00,8.75925,-2.69711,26.12389,-1.74059,0.19633,9.59117,1.15385,96.40054,55.72865
3700,2023-04-17 14:18:54.642000+08:00,7.6603,-3.30734,21.24112,-3.77327,-0.57939,9.88567,-3.13417,81.468,47.50993
3701,2023-04-17 14:18:54.692000+08:00,6.68375,-3.55126,18.12787,-4.34549,-0.63925,9.66539,-3.45201,81.88457,44.98772
3702,2023-04-17 14:18:54.742000+08:00,10.16332,-1.47663,14.03893,-4.52505,-0.97682,8.26479,-5.91869,78.34794,39.73889
3703,2023-04-17 14:18:54.792000+08:00,8.21022,-2.02567,9.09497,-4.46519,0.81165,8.39886,4.87714,99.88187,51.81464
3704,2023-04-17 14:18:54.840000+08:00,3.69289,-1.23271,5.79899,-1.47484,0.56743,11.57118,2.78493,110.97717,59.92303
3705,2023-04-17 14:18:54.891000+08:00,2.2285,-1.17151,2.1367,-2.3535,-1.42455,10.46506,-7.565,59.16829,51.93997
3706,2023-04-17 14:18:54.942000+08:00,0.27539,1.81934,-0.73176,-2.51871,-0.70868,8.48984,-4.57542,74.52301,51.51457
3707,2023-04-17 14:18:55.002000+08:00,-0.45724,-0.19496,-2.74606,-1.88664,1.65201,8.74362,10.46394,130.67491,64.73457
3708,2023-04-17 14:18:55.052000+08:00,-2.83786,0.59887,-5.3706,-2.88263,-1.00795,9.72285,-5.67609,71.03149,51.43987
3709,2023-04-17 14:18:55.104000+08:00,-5.88904,-0.19496,-5.98084,-0.61771,0.15562,10.20888,0.87175,104.13136,60.54599
3710,2023-04-17 14:18:55.157000+08:00,-3.5093,1.75815,-7.07892,-1.63286,0.42139,11.12585,2.14604,104.4149,59.56476
3711,2023-04-17 14:18:55.209000+08:00,-5.03489,1.08671,-6.65228,-2.84192,-1.24977,9.4978,-7.18497,66.66859,49.96323
3712,2023-04-17 14:18:55.260000+08:00,-3.56962,-0.56128,-6.04204,-0.84755,-1.403,9.64145,-8.24806,31.345,55.43325
3713,2023-04-17 14:18:55.311000+08:00,-0.09092,1.63662,-5.43093,-4.02705,0.56024,10.23042,2.91707,97.73142,54.34883
3714,2023-04-17 14:18:55.362000+08:00,1.61826,2.7959,-2.37975,-0.66321,-2.0638,10.31183,-11.29485,18.04591,52.85017
3715,2023-04-17 14:18:55.413000+08:00,1.80098,-1.41543,1.58766,-4.39098,-1.76692,10.13466,-9.08887,68.79408,41.73351
3716,2023-04-17 14:18:55.465000+08:00,4.12041,-1.72055,3.35805,-4.22098,1.13725,10.27831,5.84395,104.66811,53.88625
3717,2023-04-17 14:18:55.518000+08:00,4.42553,-0.50008,3.72437,-6.33267,3.70622,10.53209,16.78229,118.41606,63.00736
3718,2023-04-17 14:18:55.569000+08:00,1.00803,-0.6216,3.29685,-2.38463,-2.41814,6.57448,-19.07359,46.26677,39.72879
3719,2023-04-17 14:18:55.628000+08:00,0.64171,2.00294,1.71006,0.18195,1.1564,10.17058,6.48569,-171.02028,62.55221
3720,2023-04-17 14:18:55.686000+08:00,2.47242,-0.8052,1.09982,-0.49321,0.55547,9.76117,3.25281,138.35483,59.97217
3721,2023-04-17 14:18:55.745000+08:00,4.18161,1.20911,0.97743,-3.24416,-1.68312,10.83855,-8.46178,63.07814,47.02845
3722,2023-04-17 14:18:55.805000+08:00,4.48672,0.78159,0.36719,-5.14037,1.74298,11.88483,7.66623,108.14748,54.71047
3723,2023-04-17 14:18:55.866000+08:00,1.80098,-1.53783,0.67231,-1.98001,-1.02232,7.24965,-7.74666,63.10979,47.93856
3724,2023-04-17 14:18:55.917000+08:00,3.69289,-0.37768,0.54991,-4.88419,-3.26808,8.59279,-18.29633,58.29122,31.59032
3725,2023-04-17 14:18:55.968000+08:00,1.49587,2.7959,0.42839,0.22984,2.17154,6.36139,18.83655,-173.73102,69.46078
3726,2023-04-17 14:18:56.019000+08:00,0.39779,0.66007,0.73351,-3.67271,0.01677,10.25436,0.08821,90.25648,50.12229
3727,2023-04-17 14:18:56.070000+08:00,-0.09092,-1.35424,0.24479,-0.5004,-0.16759,9.7061,-0.98787,71.49319,57.27522
