,PC1,PC2,PC3,PC4,PC5,PC6
0,-0.048226949636920945,-0.008778125656880667,-0.01756656852130493,0.01113278531457375,9.4342363942332e-05,-0.013281313803556795
1,-0.03970495809592599,-0.011117574807487162,-0.010409289615810243,0.0030968360697103538,-0.017072207301352876,-0.005357319820723666
2,0.0012099496933632846,-0.009271925574376646,-0.03654667565485218,0.016952424831831365,-0.0053178308332940405,-0.0018768962803410738
3,-0.029974949243726706,-0.009762613246325748,-0.020714942937652536,0.005804704099755831,-0.008494222204151828,-0.0067619989419758575
4,-0.04122869671991676,0.003900701589655913,-0.02690925932646591,-0.008859084798070325,-0.01410579232912123,-0.004987287081462632
5,-0.041416330068291436,-0.0021692628895625837,-0.028494384058709056,0.0005070151331414307,-0.0041493487304028855,-0.010509559235654845
6,0.010320176014898902,-0.022733597374133854,-0.02656142428443614,0.022055941983706737,-0.016205038877416842,-0.0019332999906667783
7,-0.0007937769684253069,-0.021166963231729986,-0.02346292022709337,0.02430868683615845,-0.012558455568117067,-0.0015564903697668105
8,-0.04404646950338774,-0.024305366068540106,-0.0005154020260857138,0.0136393935361672,-0.012816065932556301,-0.009690732156823895
9,-0.05928786300649304,-0.016447721921159866,-0.011989628984020511,0.016298712564692074,0.006382113243378608,-0.02236334672447415
10,-0.047063774867693337,-0.014969719548345858,-0.008636995718126097,0.0072719587853822066,-0.014778428965004897,-0.012503061955150574
11,-0.08007485845569011,-0.006458653913030441,-0.002135759822250888,-0.0031768401545712714,-0.008922962385474346,-0.019683674082164353
12,-0.07129000252660943,-0.006076945862883154,0.0073816368322674065,-0.011646490221426739,-0.05391880985116299,0.010152285350035059
13,-0.020440382177351495,-0.024475862677855786,-0.008139009544772292,0.014024040204248345,-0.029010921563238236,-0.0016926874310556625
14,-0.03128960986893372,-0.020576559043807983,-0.002409285624098385,0.006578946646302205,-0.033413321894060814,0.0021608480451107636
15,-0.012297367167196219,-0.027469263039730647,-0.00879168974921787,0.016332408276297998,-0.019184020643247566,-0.00449220150281626
16,-0.027158826692750083,-0.02239799741385712,0.005799107163848555,0.003757635105195094,-0.0450900068379795,0.01149104411484669
17,-0.00576793013152734,-0.024279643861492506,-0.0006481793423448737,0.008246071030139215,-0.04413155459094392,0.012483130735979656
18,-0.040987822415083634,-0.01550324835898751,-0.0008600757152213454,0.0022637268032569663,-0.024684554312601366,-0.0009342413589393243
19,-0.052003966829919875,-0.020979272504608126,0.004510411472816688,0.0057709542143161395,-0.015842505619403403,-0.00942282736336686
20,-0.02327882129950137,-0.02313822454854595,-0.0023437221388649216,0.013791895003049446,-0.021757094969571903,-0.008074604371100644
21,-0.03180524403139815,-0.019845198626644807,-0.010614835584693758,0.018283648401983613,-0.012087181415006889,-0.00804900276062352
22,-0.009234577095547664,-0.022003203226048762,-0.010589569155587793,0.010288078798505951,-0.021521393565345916,-0.0026349036001793637
23,-0.015526641273260752,-0.004918400338692604,-0.016034814093773168,-0.01122821363470308,-0.03492501858455341,0.007295746858393561
24,-0.0443326541019655,0.0023484937129430476,-0.014538106084131103,-0.013971631283046357,-0.025629538302675094,0.00013482936589767692
25,-0.016161505749228797,-0.007190063712714796,-0.00990684429830581,-0.011365524197780951,-0.044601284789669536,0.011725357714979245
26,0.014102206569214482,-0.017679436402079196,-0.016472962527251823,0.0042798684596576,-0.04145871070603409,0.014414276925343679
27,-0.04794209945876824,-0.01494501213521679,-0.004997496205793509,0.005005877501861922,-0.015991659270011303,-0.005927581368062293
28,-0.013108430138721112,-0.013178093936437704,-0.017885737984496025,0.005843100248823196,-0.026989521034288685,0.0027805399672672384
29,0.006387195319066473,-0.008008261290059736,-0.02479653768465799,-0.001042359761801503,-0.030250394380855163,0.006842282095004545
30,-0.03003031702867707,0.0035789503827449013,-0.012698027572345947,-0.021490136451286456,-0.04573433961672989,0.012373033239911064
31,-0.025093024140448263,-0.00807893167754625,-0.010021327776657925,-0.00627389218961064,-0.047219532791940445,0.007588026519754231
32,-0.008569807240871174,-0.024817455238420966,-0.013023772383390888,0.02142768927515732,-0.024359632744387495,0.0005574719021072131
33,-0.04628579605995039,-0.015301181318968543,0.003088982424160778,0.005803287007441082,-0.039112502876489284,0.005474158914482789
34,-0.02772849884162255,-0.026218423540828314,0.0036074679423829144,0.014356528476859923,-0.03396880541642753,0.004052707704673004
35,-0.028634744227903183,-0.013118849127960313,-0.020588559575619454,0.015089853371154524,-0.03711480140325905,0.01818722193737088
36,-0.023652358020601304,0.0013978991767549672,-0.028510716133479944,-0.0027617262435209035,-0.01763277686139382,0.0027951549126278372
37,-0.0011436189172038208,-0.015267922754972204,-0.025726877370110122,0.010793006668540338,-0.014605002245589506,-0.0001570962215891768
38,0.032421768227843234,-0.027778518616137993,-0.026773116494725285,0.025486161238183504,-0.018172292106605568,0.002365304938466271
39,-0.04680266104009806,-0.006693828854618214,0.0024982072466279153,-0.011272412839472222,-0.06093381362950866,0.015863024882856323
40,-0.010213675616428986,-0.008960227535309215,-0.02344255511673334,0.005582608493157493,-0.04101266794861722,0.01425683840037038
41,-0.0060991320185071396,-0.009056215249045154,-0.01643235450920358,-0.0027609450201233703,-0.03681864231552924,0.00781272135124215
42,-0.016268172254754073,-0.00922863266756351,-0.015350939795907962,-0.006678698992249482,-0.035996975466894544,0.006180475008829842
43,-0.01900629337898642,-0.011486548602305814,-0.026005578836226114,0.011338220540936679,-0.013115222573208643,-0.003003836115659613
44,-0.054511704212414615,-0.01957480780200329,-0.004418827106557781,0.016927057366282763,-0.008411844443664974,-0.011135590175137973
45,0.01377089309975497,-0.03043944760948179,-0.018456557144713608,0.0285223311674669,-0.018427193863730314,0.0029581643234869825
46,-0.032636045880937437,-0.032055664340988096,0.014777105319025981,0.011072991402294079,-0.04622349229623833,0.009350273202066328
47,0.03971353934331018,-0.029551082413017907,-0.011818544565973883,0.014628194841800392,-0.044379871058555585,0.01503087171476369
48,-0.0053232418668876826,-0.02938185040456561,-0.007439434993447929,0.02093786453401913,-0.036905629660750214,0.00913811681648314
49,-0.021863441717800674,-0.019215302813102648,-0.013455320749955252,0.013006588176584883,-0.015076098026178708,-0.005319972179132853
50,-0.046520471991088864,-0.010036744216784877,-0.014390397651632502,0.00413227518283832,-0.005729584591550002,-0.011819903815113181
51,-0.037035974322818105,-0.015163092923073902,-0.01769317389182191,0.010558530302051386,-0.0006569170691581058,-0.01302213581321585
52,-0.05498474265085879,-0.018967728656014197,-0.007854432359896026,0.013805736196343506,-0.0028128299910044597,-0.014301551752087367
53,0.03701540022767591,-0.016988737491567193,-0.03529570272483376,0.020090616891585422,-0.018734653315841954,0.0042852840501451704
54,0.006794426760898704,-0.01999296556423749,-0.021179078953337007,0.015316453699457737,-0.020101967570308826,-0.00010264754657000794
55,-0.017414624086826983,-0.007621203542085826,-0.02392322945782871,0.006552717204810366,-0.016642494693324867,-0.0026592271226916213
56,-0.0020659689069384415,-0.021378060613062213,-0.025503729033346578,0.02506193503324517,-0.00950782391114334,-0.003186445971363327
57,0.024316682036256372,-0.021489427234625713,-0.037593310220890484,0.028826670920369037,-0.008499304384194082,-0.0019123858035892704
58,-0.03832573876114131,-0.004557131431287625,-0.019491099236598936,0.0021333436248043183,-0.00806565307904309,-0.010253671585848974
59,-0.06612381460337617,-0.005076629915183019,-0.005510501063074761,-0.005554519610310447,-0.013537462453802863,-0.013430439149926891
60,-0.03719881824375572,-0.019793768319817558,-0.006275655397540033,0.011005449816589453,-0.013717664193232972,-0.00740329370658936
61,-0.03400712701601867,-0.01997159117396089,-0.004564928789457286,0.007593644784628145,-0.01899446571837007,-0.0051598644165661385
62,-0.030002878357154258,-0.009572259453182361,-0.014795121035737407,9.752288223612291e-05,-0.01804294201402238,-0.0031770526035213953
63,-0.010625894074916294,-0.005915605654129004,-0.023352425641841743,-0.000589697398632038,-0.020969001640688916,-0.0006874015754875645
64,-0.012803177870145498,-0.014803771972791039,-0.007482006388776924,-0.0008984602210187605,-0.05280322883113079,0.015075774944020846
65,-0.021717405763349396,-0.01131265082742363,-0.01046293570531326,-0.00015232144324262223,-0.042847839525617035,0.012333026638950856
66,-0.017922761687175846,-0.024135194010054553,0.0033014703262120473,0.0082663567146751,-0.04696882125028594,0.011736315660966338
67,-0.036081031231747364,-0.014969077822815128,0.005682508079770451,-0.005320826475663235,-0.05393708132559074,0.015405367974164856
68,0.022231534454679146,-0.02648219003408636,-0.024851663210456135,0.026834547749168318,-0.024986406729084868,0.009303121600120253
69,-0.00560896524000807,-0.035421782990486164,-0.00832425417790868,0.03166864716711541,-0.021768605378292626,-0.0010605545111750166
70,-0.015119982012713707,-0.01951431892231604,-0.013317106477109864,0.013812191529169323,-0.020120589699469633,-0.00013082777036065873
71,-0.07003887421254654,-0.005143540107845391,-0.0058964296167646705,-0.00478990160745892,-0.009971301114751313,-0.018234523278966835
72,-0.042291971397743516,-0.007806322508187748,-0.020278819999428807,0.007345640939926271,-0.007562661600704834,-0.014530959537331845
73,-0.04302629853323094,-0.01324644786303717,-0.016027448151318034,0.012759430053704302,-0.0056747076303508975,-0.01543051390153877
74,-0.06726323638942157,-0.005474043002829412,-0.0042007296214945705,-0.0035037219807542625,-0.01439899140472235,-0.013781448151018073
75,-0.009999338488256676,-0.024829910960622956,-0.014850561453464507,0.01726508181364087,-0.02374177196683732,-0.0004818469455062644
76,-0.0011636972755677281,-0.01677714519787977,-0.017619753359143273,0.011939554776449727,-0.04306361454147578,0.015685246007359568
77,-0.01847215469349756,-0.029189441191209184,-0.007178962267003544,0.022342567986441415,-0.02488216802696615,0.003722287437280456
78,-0.052395129825324877,-0.016785711700776293,-4.627868428090541e-05,0.004314157735663675,-0.008340736767168892,-0.011336850773138243
79,-0.04835683552308714,-0.012702913403525713,-0.00529655397733271,0.0022980413733167926,-0.012579060329733237,-0.009676910106238688
80,-0.036581899822749474,-0.028509226443405603,-0.004914957657369613,0.02103219945675358,-0.009070623401712349,-0.012236786355460468
81,-0.03664079678555208,-0.01329541152892361,-0.014641099660461347,0.008622436166320063,-0.004965679903867801,-0.01284413230658656
82,-0.025573214143889293,-0.019982679562638727,-0.011738928957656951,0.012447779544992635,-0.005959499097577737,-0.012973329071571157
83,-0.06753333632510239,-0.018041624974641957,-0.0014298137807560605,0.009025924440246934,-0.0018786823015644993,-0.021011594497168145
84,-0.049847717176203454,-0.015883891926086125,-0.014720454726776454,0.016483802263949108,-0.0009079958029177118,-0.0162166872228534
85,-0.05853029160549727,-0.013940384155685267,0.0009419368752648673,0.0009525294508505166,-0.032285796674578836,0.00013212837736995608
86,0.02790153123581959,-0.01770790525417108,-0.019291528494853737,0.005276379852822791,-0.03431293883286338,0.009946812175068256
87,0.005250654576916077,-0.01267379791973168,-0.022265391488463956,0.007913085330840152,-0.029546434575743005,0.00588125381378829
88,-0.0267528912784478,-0.012386370565767113,-0.0030408248601091923,-0.001819073620230971,-0.051212999379898996,0.015513636904575377
