,X-axis Angular Velocity,Y-axis Angular Velocity,Z-axis Angular Velocity,X-axis Acceleration,Y-axis Acceleration,Z-axis Acceleration,X-axis Angle,Y-axis Angle,Z-axis Angle
4596,0.6475578531809053,0.5629655685171576,0.4191267227049285,0.566383298661191,0.5027292269424785,0.6082855859414754,0.4699529280375373,0.3545549938795294,0.2027394618562091
4608,0.5870384455304112,0.5614182435274823,0.3980337576849186,0.4079784119110416,0.7167915174623403,0.6132634977572587,0.6575758892301297,0.9089908958693104,0.2555197209448702
4620,0.6050878065978132,0.5694466954151515,0.4833593123444226,0.6462572807754579,0.5868693707319254,0.5402979415366198,0.609373385204869,0.1312275539211579,0.2000391312723918
4632,0.6167658432169275,0.6030858309500294,0.4261644448742487,0.6805018249678365,0.5362834419602645,0.6184378340995167,0.5024621537894037,0.2125245368969803,0.2041402600862886
4644,0.5615686273145664,0.5885806515654611,0.4041245447080051,0.4001794264643551,0.558192043334439,0.6203373796421026,0.5216711795597139,0.8065105492819589,0.207653389897479
4656,0.7006263663118482,0.5672848701713982,0.4345989885583534,0.3855669531798772,0.5926920255500027,0.6427705378530307,0.5436544714576138,0.8340017375601738,0.214840010353726
4668,0.6464934148312786,0.5614182435274823,0.376934033231678,0.4501121789831402,0.478710205803928,0.5428197260561786,0.4230203595737752,0.6934162929219263,0.1763676898834693
4680,0.6454289764816521,0.5407414123564208,0.3900625424240848,0.4548633108825595,0.5480746751756327,0.6281315759812747,0.5121207077450621,0.818566053849028,0.2135643331006
4692,0.5594397506153131,0.5274696834489322,0.3506836206566128,0.2920663698192106,0.5431980915627899,0.5577533247176466,0.5151385434291919,0.7715434288906222,0.2040688339624038
4704,0.5944740344004907,0.564813569816144,0.4088185870280484,0.3453158160384494,0.4784186626529575,0.5745537770959154,0.44185376143016,0.721464347341324,0.1770008938843009
4716,0.3970255905241332,0.5228409066831908,0.3788076252244535,0.4347826738137709,0.5241283118192323,0.5777960128556844,0.495008155880728,0.771074891132975,0.2107030571355268
4728,0.7186757273792501,0.561113218384905,0.4341289007018519,0.2883014843870519,0.495596299986046,0.5879482610137257,0.4637685697370716,0.7394316019895808,0.1819721910765167
4740,0.4384160670359618,0.6015429053614489,0.4172531307121531,0.3776784791585228,0.4883180574653135,0.575077803809651,0.4518165553665269,0.7259740961941942,0.184754107774561
4752,0.5329054940498418,0.5660514196943185,0.5044522773644324,0.4796055912760996,0.5622681753138041,0.604617809302972,0.5326239372465382,0.8618712458353126,0.2193816652146231
4764,0.5042423607851172,0.5666659199483965,0.557429872992554,0.4048406953599238,0.5287139602960181,0.587719007875584,0.4985618445892459,0.7725558849987231,0.2019438371878527
4776,0.3503130961920065,0.5490748893866674,0.6071303724916262,0.3333932420025671,0.5127006715220711,0.6034058863889293,0.4802757787448479,0.751441122450091,0.1819337501267563
4788,0.4968065979872027,0.5354937359355066,0.7416796561722112,0.3824296110579421,0.4896280255962118,0.574717509796605,0.4531280427697487,0.7266698593436481,0.1594451542983815
4800,0.4479805326052946,0.5376555611792599,0.6605713733547597,0.3714030460562871,0.4772543140938161,0.5846079497766014,0.4415359667888323,0.7157298652962977,0.1407305077592959
4812,0.5679397778350194,0.5546320409190825,0.555086193143277,0.4166741552503209,0.4750709325398333,0.5804815300759326,0.4357841738150237,0.7014894905061019,0.1391592722117778
4824,0.4607078758523986,0.5685183206484777,0.4256943570177472,0.3875390716852159,0.5373024749551057,0.5993451239115948,0.5055801992570625,0.7798097319373873,0.1482524635680143
4836,0.5435190923193294,0.5663564448368957,0.4191267227049285,0.4541462789976681,0.4526531186756948,0.6141148530864914,0.4217587107043582,0.6513105776003887,0.14512043081922
4848,0.5679397778350194,0.5540131412639095,0.4270978611540211,0.4257282273174545,0.5094259031985536,0.602619914711267,0.4770215355737629,0.7475419758484249,0.1499108245121653
4860,0.596602911099744,0.5629655685171576,0.4224105782672085,0.4640068715243611,0.5086251475576193,0.5983952827473609,0.4760424037136692,0.7446780412359906,0.1540543190940094
4872,0.5700533488848009,0.5595702927963245,0.4238207650249718,0.4104885851519358,0.4663364943015322,0.602980208724313,0.4331877756138989,0.6927734045487757,0.1365044249819855
4884,0.5817315594317499,0.5546320409190825,0.4242841702599839,0.471358414097708,0.4518523630347605,0.5726543683392116,0.4003610511739934,0.6363477383154802,0.1390976720511553
4896,0.5891673222296644,0.5629655685171576,0.4252242691612457,0.4706413822128166,0.5304604831347304,0.5989193094610965,0.5000155079523241,0.7945347319762863,0.1592308202555468
4908,0.5371479417988765,0.5577178920962433,0.4242841702599839,0.479515728272249,0.4949411639168685,0.5773048147536158,0.4577192845175352,0.7083944695040074,0.1500974343073813
4920,0.60295892989856,0.568208845536977,0.4219404904107069,0.4477809828915818,0.4943589896372978,0.5851973601419072,0.4587840060686998,0.719777967061265,0.1452640624635093
4932,0.6135878338175195,0.5691372708714794,0.4219404904107069,0.3896010531944052,0.5528786010063255,0.5895530329807176,0.5241674271679674,0.7968958977620216,0.1580000974802361
4944,0.5573108739160599,0.5586418674618222,0.4238207650249718,0.4548633108825595,0.5859229955192341,0.5939413976453132,0.5614245723386194,0.8675387105600847,0.1728544487299191
4956,0.6581716253782278,0.570370721348559,0.4210069973191934,0.4632003510648017,0.4970518876887012,0.6043228989414962,0.4639560857407456,0.7200587340683826,0.150887491857742
4968,0.5477615400683641,0.5580229678066493,0.4247541813047442,0.4774537467630597,0.5711476251089487,0.5853937846683819,0.5509114828573793,0.8715184613267828,0.1730313717398226
4980,0.5435190923193294,0.5614182435274823,0.4228805893119688,0.4500223159792896,0.460659155047755,0.5930572137044134,0.4222782271072141,0.6652620999605009,0.1411509643459217
4992,0.6135878338175195,0.5697517711255574,0.4214704025542054,0.401165298502433,0.4396969288862717,0.5917470785271335,0.4021667805692224,0.6695902463236609,0.1248680349473605
5004,0.5891673222296644,0.5679038203943997,0.4219404904107069,0.4101302564240815,0.5178687982858844,0.616603808994383,0.4851429081482925,0.7591867075868719,0.149832049792526
5016,0.5891673222296644,0.5601847930504026,0.4224105782672085,0.3881669894246221,0.4846784801937622,0.5934175077174595,0.4506887365742271,0.7200583728639202,0.1340720954584815
5028,0.5774891116827153,0.5694466954151515,0.4242841702599839,0.4636489172256894,0.5482932565369963,0.5778942251189216,0.5261217843047448,0.8242272391731462,0.163844986828338
5040,0.6199440265441705,0.5697517711255574,0.4214704025542054,0.4253698985896001,0.5589198371857664,0.6277060351025402,0.521261816970885,0.8178060796601433,0.1625002773120651
5052,0.5711177872344274,0.558951342573323,0.4247541813047442,0.400806595345396,0.538612443086004,0.5772064657044966,0.5118018476718953,0.7836900959070088,0.1506376952732746
5064,0.5307766173505886,0.5617277186389831,0.4256943570177472,0.4832809881335903,0.4958875391295597,0.5740625789938468,0.4583448113883773,0.7086840721279744,0.1499548882511013
5076,0.624201606014842,0.565122994359816,0.4214704025542054,0.4205289036863302,0.4013393960527063,0.5866710912339947,0.3577087959329862,0.6287932581242663,0.1226487311939622
5088,0.6284440537638766,0.5669753950598974,0.4214704025542054,0.4557596943459696,0.4675008428606736,0.5664973622210526,0.4183981611119983,0.671714184132477,0.1355603252766836
5100,0.6210082909659621,0.5697517711255574,0.4205369862744331,0.3862843594939514,0.5004728835988889,0.6056330341187761,0.4682848169215199,0.7379450511321037,0.1395348856629481
5112,0.624201606014842,0.5691372708714794,0.4219404904107069,0.4071718914514822,0.4807479677861538,0.5943343834841444,0.4460992705461724,0.7111965547984958,0.1364888370515975
5124,0.5796026827324967,0.570989621003732,0.4224105782672085,0.467951482964221,0.4857701709707536,0.6121827525040024,0.4533796622557394,0.6945811495282003,0.1498396767441801
5136,0.6008453588487787,0.5697517711255574,0.4219404904107069,0.4490364439412116,0.4610960137630255,0.574717509796605,0.4146641776600489,0.6670401983890504,0.1361470716778411
5148,0.6889483296927339,0.5669753950598974,0.4177232185686546,0.5678169880017913,0.6432779543216636,0.6001309588033752,0.6178078171681083,0.0151711986897948,0.1868750683885651
5160,0.5636821983643479,0.5595702927963245,0.4322553087090765,0.6263559952851877,0.6642401804831469,0.5419683707269458,0.7137255677242341,0.0703861909200089,0.1861346416951362
5172,0.5159203974042315,0.5577178920962433,0.4242841702599839,0.4519948089138109,0.4494504001194141,0.5891273553161013,0.4080121539728947,0.6496285873437957,0.1378992663958097
5184,0.5222917218525193,0.5438272129657531,0.4496010897435356,0.508561323262686,0.4338016162860442,0.6504012750632772,0.4166271174421965,0.5703376228122957,0.1526749542682133
5196,0.6358796426339561,0.5891996017884628,0.4711709020532776,0.5700586955186818,0.5175045973527639,0.5861469277343772,0.4986780358503608,0.801634177899755,0.1600995133475968
5208,0.6061522449474399,0.5728420217038132,0.4360091753161167,0.4939488499782082,0.5266026285092721,0.6094973720696362,0.4947685520982556,0.7996409683213683,0.161635703887332
5220,0.5583753122656866,0.5839519253675485,0.4125657710135992,0.539130470597574,0.5352644089654232,0.5350909133685767,0.5296831086081092,0.9300899599163072,0.1699878283315701
5232,0.4479805326052946,0.5669753950598974,0.4336654954668398,0.4921560830513881,0.5162675910114723,0.5995742402638545,0.4844765397236199,0.7665889262047059,0.158149324078111
5244,0.3174075151782473,0.5287031339260119,0.6108775564771769,0.2941283513283999,0.504549015578254,0.599082905375904,0.4727186115197568,0.7454169544262217,0.1134794373347244
5256,0.3800406678063577,0.4827162448492241,0.8148168005405703,0.4170332328365407,0.5211438706168585,0.5904700455332844,0.4899913333038959,0.7641819708071219,0.1308430000074321
5268,0.5689890844630091,0.5027785757662075,0.86685429726743,0.448050197473951,0.5433437111345467,0.5757982550498613,0.5199878564446611,0.8064489222436821,0.1409315920613008
5280,0.4872574380673417,0.5567895173295696,0.4880465952312351,0.5021069130111145,0.5148846610909672,0.5970852843559629,0.4830407519391748,0.7645638750637109,0.157652709317304
5292,0.6889483296927339,0.5598753179389018,0.4406965350146706,0.5477363509330027,0.5367926544502284,0.5953167796882814,0.5084034160585912,0.973707260343062,0.1681214520235096
5304,0.5605041889649398,0.5632706442275636,0.4285081247235257,0.5313311107217048,0.4706305996273476,0.6180448482606855,0.4390637505876153,0.565657913367388,0.1533757430815128
5316,0.5859740071807846,0.5632706442275636,0.4205369862744331,0.4724341491396366,0.4290703482375015,0.5901752719576905,0.3850457644408336,0.6098987638360759,0.13132539078176
5328,0.5849248744806298,0.5638895438827365,0.4233506771684703,0.4666967707729566,0.4573114249346308,0.5862452767834965,0.4148146403119869,0.6476003131475979,0.1276202789064877
5340,0.6337509398625378,0.5740754721808928,0.4266277732975195,0.5362619686288254,0.5616127352371699,0.6011461836191794,0.5341665641681778,0.9578658884507264,0.1727591118342426
5352,0.5817315594317499,0.5604942681619034,0.4228805893119688,0.3562528924654364,0.5391946173655747,0.5851973601419072,0.5089946715386103,0.776448140930645,0.1352652123517313
5364,0.6114591310461012,0.5635801193390643,0.4214704025542054,0.4470639510066903,0.5319163748448422,0.598788268586192,0.5012870416615812,0.7873470410241581,0.154966324364066
5376,0.5562617412159051,0.5592608176848237,0.4158496265758792,0.3831466429428336,0.5939296399062076,0.6003930405531841,0.56114377185837,0.8326791457436666,0.1744273265772459
5388,0.5764246733330887,0.5561749665076628,0.4280380368670242,0.5517708253767132,0.4598583994068206,0.6060260199576073,0.4244093275479595,0.5032038835814678,0.1527733809143774
5400,0.6114591310461012,0.5657419445828177,0.4210069973191934,0.3939043677913021,0.4513425425298831,0.6038972212768798,0.4194033960521489,0.6832691704544974,0.1192660946285912
5412,0.6486069858810601,0.568208845536977,0.4238207650249718,0.508561323262686,0.4447194360783281,0.5677419769608804,0.3852803370173994,0.5813142374351415,0.136315755353111
5424,0.5541328645166519,0.5638895438827365,0.4242841702599839,0.5086511862665367,0.52762196551157,0.580284968763576,0.5000991443516901,0.8182547789573171,0.1623444815149553
5436,0.5244052929023008,0.5586418674618222,0.4242841702599839,0.4238455973867838,0.4527254724503882,0.594497979398952,0.415572931828107,0.6713482562271094,0.1235802492125938
5448,0.6050878065978132,0.5617277186389831,0.4233506771684703,0.4029584398584358,0.4827133759936863,0.5741934830828693,0.4438444616307808,0.7149845615655779,0.1181050721705867
5460,0.5817315594317499,0.5669753950598974,0.4238207650249718,0.4691170810100002,0.4841689636963415,0.5833960268625586,0.4456855870393295,0.6908847497697739,0.1405012816758228
5472,0.6316220631632847,0.5635801193390643,0.4219404904107069,0.515284573667444,0.4874443400347724,0.5754707896484822,0.4468879268697057,0.6458379132206835,0.150186007154693
5484,0.5785535500323419,0.5697517711255574,0.4219404904107069,0.5266698418261361,0.4778364883733868,0.6026527433229341,0.4425367624296534,0.5913533041983962,0.1527507505797249
5496,0.5912808932794459,0.5546320409190825,0.4233506771684703,0.507306236642239,0.5469826803911846,0.6029473801126459,0.5175518057353143,0.8718728029043951,0.1681898719036768
5508,0.5711177872344274,0.5601847930504026,0.4228805893119688,0.4488570923626931,0.4857701709707536,0.5736040727175634,0.4457149456055613,0.7046918459148442,0.1315588757104999
5520,0.62737961541425,0.5626560934056568,0.4205369862744331,0.4476914943169138,0.4701213871373837,0.574128099431299,0.4258519814487008,0.6805956461636641,0.1252910802438542
5532,0.5774891116827153,0.5537036661524087,0.4219404904107069,0.4897357728143445,0.4951597452782322,0.5861797563460442,0.4593144727432349,0.7025009741406502,0.1483547871967754
5544,0.5806671210821234,0.5586418674618222,0.4252242691612457,0.4094124756808246,0.5028021887320853,0.5882757264151047,0.4694161279626256,0.7390637013521495,0.1339886721953159
5556,0.6061522449474399,0.5688277957599785,0.4233506771684703,0.4649040038461365,0.4954503764068325,0.5850009356154325,0.4597976460822474,0.7162001535063396,0.1437171830572224
5568,0.6199440265441705,0.5657419445828177,0.4242841702599839,0.4449124809228331,0.5613944578832629,0.6062551363098672,0.5301462755048105,0.8315498816694181,0.1646600407384993
5580,0.5275986079511805,0.5555560668524899,0.4214704025542054,0.4666967707729566,0.4051239848811011,0.602619914711267,0.3694274215401196,0.5962716864380728,0.1274060840416029
5592,0.60295892989856,0.5537036661524087,0.4242841702599839,0.4937694983996897,0.4492321227655071,0.5592598844214013,0.3851479275160676,0.6078749352332614,0.1289646265600909
5604,0.5498904167676173,0.5635801193390643,0.4224105782672085,0.4697442498910411,0.431254033798941,0.6004912528164214,0.3938188853475776,0.6141693397649215,0.1318534319236528
5616,0.502113484085864,0.5546320409190825,0.4238207650249718,0.3948007512547122,0.471431355268282,0.6044539398164006,0.4392325623434481,0.7037215951589266,0.1240950684492467
5628,0.636928949261946,0.5716041718256387,0.4224105782672085,0.5309731564230331,0.5239100344653254,0.5991485625992382,0.4931279054474228,0.848850964149179,0.1640125849155987
5640,0.5605041889649398,0.5623466688619847,0.4252242691612457,0.4915285397411646,0.5555714990577288,0.5833633350367735,0.5338738663657256,0.8647607148247425,0.1706648455510279
5652,0.5222917218525193,0.5567895173295696,0.4233506771684703,0.5578661580420649,0.4218644594914624,0.6221384393496872,0.3947473500046583,0.4928571539711263,0.1503067857796099
5664,0.6486069858810601,0.5669753950598974,0.4219404904107069,0.4386374222497802,0.3987918135656031,0.5392171962833635,0.2995730341095636,0.621247919184447,0.0822847596999446
5676,0.5053067991347437,0.5617277186389831,0.4238207650249718,0.5627970159491855,0.5613944578832629,0.6115933421386965,0.5301387582912794,0.0249783721881899,0.17596490889648
5688,0.6061522449474399,0.5669753950598974,0.4266277732975195,0.4330793954616188,0.4960331587013166,0.6036678313528562,0.4631278308671941,0.7260233311409149,0.1406326656605214
5700,0.6528647392795666,0.5663564448368957,0.4299116288597995,0.59363500343726,0.4621147427504102,0.5704600492210318,0.410538411244615,0.404454695735809,0.1597063356391501
5712,0.6921414708137787,0.5719135963693108,0.3830315796879953,0.363066005874045,0.6879685704930971,0.5550679442832803,0.6840957898987354,0.8697066041734787,0.290600163433883
5724,0.5732466639336806,0.5966047040520355,0.4641331798839574,0.6705513694372929,0.4399155102476353,0.5845424293391491,0.3959335307854754,0.3489781359049017,0.1672828492042264
5736,0.5063559318348987,0.5796281737443844,0.4341289007018519,0.6481399107061285,0.3255694895684401,0.5508433123193743,0.2326502415748314,0.4235211511330595,0.1738525773153692
5748,0.6815278725442911,0.5151219299070224,0.4374126794523906,0.4423128191072709,0.4918114071501945,0.6040936458033545,0.4586795937484721,0.716889053771008,0.1388680284338324
5760,0.5488259784179906,0.5620371937504839,0.4092819922630605,0.5344688272728226,0.3582499871556849,0.6198460447541521,0.3384158970006792,0.5166095704289798,0.1387993023621755
5772,0.5053067991347437,0.5925948775092957,0.4397563593016675,0.4775436097669103,0.5165585261475294,0.5915834826123259,0.4851140231073225,0.7641114525820785,0.1535464309192612
5784,0.624201606014842,0.5595702927963245,0.4345989885583534,0.6804127108223513,0.4903558194475394,0.5437040467829602,0.4447708546148411,0.2799636883932447,0.1739091670697956
5796,0.5955384727501174,0.5521607405638282,0.4383528551653937,0.4270731769417523,0.4656816622398114,0.5679710933131401,0.4187331210440664,0.6858298044583523,0.1163583888994339
5808,0.6560427486789746,0.561113218384905,0.4116256721123374,0.5269386819793225,0.3613070861402088,0.6396593429681662,0.3550634470579225,0.5234167463724514,0.1419948280917108
5820,0.5647466367139744,0.525617282748851,0.4135059467266023,0.3837741862530572,0.2489258656536327,0.6318324548032089,0.2815168055891134,0.5866184693955349,0.1011779158775625
5832,0.6114591310461012,0.564508494105738,0.4345989885583534,0.447512517167578,0.3722978677220995,0.6992631070967799,0.3920764899561149,0.5899377161253009,0.1375649052889876
5844,0.6454289764816521,0.5608037432734042,0.4149094508628762,0.5100848756071369,0.7577695945726157,0.5661698968196736,0.7562070579177035,0.9709933367223572,0.2735208856416261
5856,0.4925641502381681,0.5700612462370582,0.4186633942816577,0.6098608920700392,0.3119581637098395,0.6296708275108143,0.312225451532973,0.4605632244511193,0.1527730747228876
5868,0.6549783103293481,0.5762328980235514,0.4083485759832882,0.4040341749003644,0.4001744394786515,0.6158179741026026,0.3773146950633453,0.6359011228902047,0.1161957177115994
5880,0.6295084921135032,0.5910519519207154,0.4252242691612457,0.398386659537535,0.4888272699552775,0.5906991618855442,0.4544005235295295,0.722961901042425,0.1269424822905105
5892,0.6836414435940726,0.5586418674618222,0.4299116288597995,0.4261767934783422,0.6408036376316238,0.5482234523224602,0.6629833701479495,0.8816936743874029,0.2469071945563829
5904,0.7844868894067687,0.5638895438827365,0.4158496265758792,0.3870013913788429,0.5536063948576531,0.5562470385856559,0.5366793851605943,0.7957614101155477,0.140696771024242
5916,0.7324828146254525,0.5762328980235514,0.3867787636735461,0.6161366996014576,0.198777099604699,0.682429962892726,0.2861505462291467,0.4709408509354751,0.1511633425544292
5928,0.4872574380673417,0.5429032376001742,0.3183356616252304,0.4181082190201038,0.579299889067679,0.5202555269703459,0.6100876388716414,0.8291646263245367,0.1871057419227172
5940,0.6751565480960033,0.5608037432734042,0.3764639453751766,0.6246527169330356,0.2424483787738345,0.6903880287184696,0.3137365890247026,0.4631358059871918,0.1486035538644136
5952,0.8386349726089749,0.5901235771540416,0.3938164858428663,0.4090545213821529,0.5286409985064113,0.6638938344584429,0.4916690924971225,0.7735213567417535,0.1441749950055993
5964,0.596602911099744,0.5441366880772539,0.3389585387887387,0.2892873564251298,0.6472811245114221,0.5676436279117612,0.6169609172373731,0.8296604211266156,0.173435349657181
5976,0.5392766445702948,0.5679038203943997,0.3502135328001113,0.3704167995890265,0.8435112496439312,0.4915999789896886,0.8585417268684982,0.871560444399297,0.5202060635323402
5988,0.6390578259611992,0.5320984096468448,0.3624019430912562,0.513939998472329,0.1333428386331459,0.6960536999486779,0.2650855381951987,0.5154501041046831,0.1300644942269125
6000,0.6549783103293481,0.5620371937504839,0.3394286266452402,0.3567905727718093,0.8173812007260914,0.4787947686513022,0.8456518957169522,0.8570903435710162,0.5579428842085943
6012,0.6295084921135032,0.549693839609669,0.3736569371026288,0.3424473140697007,0.5800276829190066,0.603274845514025,0.5438395014536634,0.8081122687930236,0.1417579750565835
6024,0.6528647392795666,0.5746899724349709,0.3567744844914405,0.5352757221615647,0.5697646951884436,0.6259375304348588,0.5333188355682345,0.961459845066625,0.1603156010326002
6036,0.5849248744806298,0.576851848246553,0.3586547591057054,0.2159568987079198,0.4190989036579089,0.6022924493098879,0.4043467133025913,0.7033107667603872,0.0791548981271686
6048,0.5329054940498418,0.523455406937269,0.3384952103654679,0.4391751025561531,0.4507603682503124,0.5954151287374008,0.4130734879243364,0.6600534482578497,0.1269135332769328
6060,0.5042423607851172,0.5546320409190825,0.3844350838242691,0.4954731511810245,0.5699832765498072,0.5856558664181906,0.5501227673431883,0.8918155681123809,0.165079216887986
6072,0.6995619279622215,0.5716041718256387,0.398967173964691,0.3032719119702014,0.5228180396808773,0.5165219563226265,0.4956845275265562,0.7576817075168538,0.0265756398337424
6084,0.4639011909012783,0.5512367651982494,0.4256943570177472,0.5050652779837138,0.443336506157823,0.6066154303229132,0.4081339091558359,0.5842226835513267,0.1393108091636209
6096,0.6252507387149968,0.5515417903408266,0.4224105782672085,0.3546394771171349,0.5866507893705617,0.5044702994078814,0.6101622191003755,0.8060940527518556,0.089643264924309
6108,0.5838604361310031,0.5898141020425408,0.4430402148639475,0.4178397532961001,0.4675738046502805,0.548125103273341,0.411913883748838,0.6931720909203868,0.1060272653500822
6120,0.5127272562831865,0.5617277186389831,0.4210069973191934,0.4135364386992031,0.5495302628782879,0.6233502254778478,0.51357229943512,0.8012208488549374,0.1535352131764998
6132,0.6103946926964745,0.5641990189942372,0.4547585372985909,0.325863096709067,0.4688840767886355,0.5808415505172149,0.4342231977894894,0.7165921159179583,0.0915890840061682
6144,0.5031779224354906,0.5499989153200748,0.4172531307121531,0.3335725935810856,0.5068783207114504,0.5808415505172149,0.4742318206845068,0.7465260188355346,0.108502545188923
6156,0.6157015787951358,0.555865491396162,0.4266277732975195,0.492783251932429,0.4769630749503024,0.6040281253659023,0.4423067475337325,0.6536617130160528,0.1410411251078664
6168,0.5859740071807846,0.570989621003732,0.4261644448742487,0.4744961306488259,0.514156563232183,0.619191113951394,0.4817061209887823,0.7576597573995234,0.1480478163104922
6180,0.5732466639336806,0.5617277186389831,0.4224105782672085,0.4084266036427466,0.5689642435549659,0.595185738813377,0.540269535314271,0.8207655111754437,0.1534834389791397
6192,0.5944740344004907,0.561113218384905,0.4266277732975195,0.4632003510648017,0.5263846551628218,0.6053054319315152,0.4947637576549798,0.7826662201809045,0.1485455444948983
6204,0.6433002737102338,0.5617277186389831,0.4233506771684703,0.3960554634459766,0.5631409807219752,0.5957099023129946,0.5333555337760243,0.8097718643729479,0.1431385089771587
6216,0.5923453316290724,0.5728420217038132,0.4228805893119688,0.4764678747249817,0.4715769748400388,0.5766496103790939,0.427456107463717,0.6611689865625272,0.1346628223490059
6228,0.6114591310461012,0.5632706442275636,0.4233506771684703,0.5040790315164532,0.5304604831347304,0.6092024617081603,0.4988501622830263,0.822015973239306,0.1482432499877314
6240,0.5827959977813766,0.555865491396162,0.4238207650249718,0.4206187666901808,0.4932669948528497,0.5789094499347258,0.4570617355008637,0.7246097713698006,0.1275458743744751
6252,0.6114591310461012,0.5570989418732417,0.4247541813047442,0.4622141045975411,0.4924662392119154,0.5928606523920569,0.4575139521258858,0.7111140334713172,0.1367165600132119
6264,0.6188947199161807,0.568208845536977,0.4252242691612457,0.4667866337768073,0.4283425543861739,0.5998690138394485,0.3906355525844476,0.6142771454044679,0.1310485658394235
6276,0.6082658159972213,0.5743849472923936,0.4238207650249718,0.4648141408422859,0.5127736333116779,0.6298345602115039,0.48026843910329,0.753773197384124,0.1475885847470264
6288,0.6220727293155888,0.5540131412639095,0.4238207650249718,0.3216496451160207,0.5453814731167727,0.5986573644971697,0.5114582459037994,0.7772857462939866,0.126822538733293
6300,0.5721822255840541,0.5540131412639095,0.4238207650249718,0.477185281039056,0.4708491809887113,0.5668251011941955,0.4219356315802994,0.6594242578693116,0.1317307604786174
6312,0.6188947199161807,0.5669753950598974,0.4252242691612457,0.4039443118965138,0.4652444995170841,0.6164402130795755,0.4359158138378051,0.6937271510392575,0.1275346844673038
6324,0.5509548551172438,0.5518512654523274,0.4238207650249718,0.3901391079299607,0.3875097928401988,0.5561815181482037,0.320298879674745,0.640800222368581,0.0865901739086938
6336,0.6072166832970665,0.5620371937504839,0.4210069973191934,0.5532048891464961,0.6066669443268105,0.6003275201157319,0.5819565093090924,0.0001310060800158,0.1726960642229413
6348,0.5413903895479111,0.5555560668524899,0.4247541813047442,0.3473777975476386,0.5155397971601448,0.5846079497766014,0.4835125606719039,0.7540937246670639,0.1188310243572268
6360,0.544583530668956,0.555865491396162,0.4252242691612457,0.3517709751483863,0.4982165402552994,0.5837563208756048,0.4648306868992962,0.7381728044381248,0.1165197239789495
6372,0.6135878338175195,0.5694466954151515,0.4205369862744331,0.4556702057713017,0.5619766321628337,0.5928278237803898,0.5360504252316042,0.8395615355701929,0.1566027508633138
6384,0.5689890844630091,0.5524702156753291,0.4219404904107069,0.4344239706567338,0.5711476251089487,0.5931225973559837,0.5449073601096874,0.8366973508931308,0.1579606266136465
6396,0.5594397506153131,0.5657419445828177,0.4238207650249718,0.3497984822138649,0.4121842540553834,0.578974970372178,0.3725003045359341,0.6701802043505911,0.0925551181563731
6408,0.6103946926964745,0.5620371937504839,0.4210069973191934,0.4499328274046216,0.5150299766552674,0.5751433242471032,0.4838474022226566,0.7574138605155065,0.1393582131733544
6420,0.5902315866514561,0.5787041983788055,0.4247541813047442,0.5036308397847482,0.5971323584624884,0.5906010864081888,0.5780126357848486,0.9286981279828542,0.1714370048170324
6432,0.5647466367139744,0.5533941910409079,0.4219404904107069,0.442671522264308,0.4891914708883979,0.5931881177934358,0.4542060230282438,0.712515534570379,0.1347722440532115
6444,0.5339699323994684,0.558951342573323,0.4252242691612457,0.3502462995163873,0.4642987323193063,0.5821845143061619,0.4281267376157459,0.7084278392393412,0.1034925286910472
6456,0.6008453588487787,0.5691372708714794,0.4247541813047442,0.4755714912615717,0.4967609525526442,0.5894875125432655,0.4618437487384991,0.7146960981249154,0.1385525955281958
6468,0.5668753394853927,0.5530847159294071,0.4214704025542054,0.473688861330901,0.4322730667937823,0.5902736210068098,0.3885265302590337,0.6116170968185778,0.1295991945048314
6480,0.6050878065978132,0.5641990189942372,0.4219404904107069,0.5311517591431862,0.4445738165065712,0.6253806751094562,0.4168632289758631,0.5420042168676038,0.1447345738709377
6492,0.5647466367139744,0.5570989418732417,0.4219404904107069,0.3690725988230942,0.5734039684525382,0.6093008107572795,0.4032269444397421,0.6331442992933507,0.1304419169914314
6504,0.5594397506153131,0.5543226163754102,0.4247541813047442,0.4911698365841275,0.4993808888144408,0.5949237938494503,0.4653689075499934,0.7137706645072938,0.1453440897846975
6516,0.5817315594317499,0.5546320409190825,0.4247541813047442,0.4875843027304873,0.4748523511784697,0.5877846650989181,0.4353317204273708,0.6556200524713387,0.1387341114104457
6528,0.5859740071807846,0.5592608176848237,0.4219404904107069,0.4621246160228731,0.5403595739396296,0.5887997531288403,0.5130633781599969,0.8093700660859684,0.1514340158313804
6540,0.5339699323994684,0.5595702927963245,0.4238207650249718,0.4116538087685324,0.5161946292218655,0.5952512592508292,0.4842517336055788,0.7569741357599753,0.1359833705731774
6552,0.6178302815665541,0.5697517711255574,0.41959681056143,0.4222321820384823,0.487953856532193,0.6014737858064403,0.4546289402776918,0.7165767508358272,0.1273721524574191
6564,0.6135878338175195,0.5672848701713982,0.4214704025542054,0.4964593976482852,0.5445807174758382,0.6004912528164214,0.5154690640619305,0.8497781482191953,0.1564416106329282
6576,0.596602911099744,0.5712946967141379,0.4224105782672085,0.4503813935655094,0.495305364849989,0.6122155811156695,0.46306834425618,0.7205742839760587,0.1369930787640586
6588,0.5541328645166519,0.5638895438827365,0.4266277732975195,0.4264456336315287,0.4875899596065292,0.5807434750398595,0.4503848517374648,0.715162246376119,0.1260418061055752
