,4,5,6,8,Base Action,Action
365,0.17489697,-0.162347821,0.007960943,-0.001000961,3,Idle 2
366,-0.052198209,-0.000248336,-0.025445664,1.35E-05,4,Idle 2
367,0.0562446,-0.013965352,0.013055203,-0.016864349,4,Idle 2
368,-0.002057078,-0.061039071,0.017593924,-0.009064788,4,Idle 2
369,0.065049911,-0.043184383,-0.042811139,-0.009110757,4,Idle 2
370,-0.022642056,0.00701615,-0.003790686,-0.006441838,4,Idle 2
371,0.057651213,-0.005749811,0.020630047,-0.01812256,4,Idle 2
372,-0.06029496,0.015477583,0.016427618,-0.006039062,4,Idle 2
373,0.001971212,-0.024172039,-0.02882766,-0.006981337,4,Idle 2
374,-0.053845344,0.031664508,0.016144777,-0.007777093,4,Idle 2
375,0.055187546,0.032387403,0.013077711,-0.019023927,4,Idle 2
376,-0.146587268,0.009159366,0.002777262,-0.017993296,2,Idle 2
377,0.03929729,-0.078888334,-0.051935016,-0.011141002,4,Idle 2
378,0.02799701,-0.050267213,-0.028359226,-0.00722994,4,Idle 2
379,-0.123104208,0.040637242,0.047957605,-0.019824234,2,Idle 2
380,-0.024866121,-0.044933705,0.021973332,-0.006722918,4,Idle 2
381,-0.046392696,0.087704283,-0.02764572,-0.003291165,2,Idle 2
382,-0.033444133,0.02021399,0.027485664,-0.005093198,4,Idle 2
383,-0.083090115,0.035412081,0.028660677,-0.005291169,2,Idle 2
384,-0.043268865,-0.040699676,-0.00879088,-0.009492944,4,Idle 2
385,-0.149278257,0.038186321,0.000458099,-0.015209116,2,Idle 2
386,-0.145874852,0.133826275,0.003769962,0.015504675,2,Idle 2
387,0.003997536,-0.063742301,0.006357006,-0.013332785,4,Idle 2
388,-0.042487671,-0.005848279,-0.010951104,-0.011329003,4,Idle 2
389,0.059212262,-0.012482104,-0.019475003,-0.014412056,4,Idle 2
390,-0.081645449,0.002177941,0.019467802,-0.009216633,2,Idle 2
391,0.046641421,0.059345332,-0.03434858,-0.020987706,4,Idle 2
392,-0.071605719,-0.023259573,-0.007294947,-0.015267377,4,Idle 2
393,0.022771687,-0.022344475,-0.040628428,-0.003368681,4,Idle 2
394,0.063059205,-0.054705538,0.002677135,-0.007138536,4,Idle 2
395,0.051123629,0.004890569,-0.027856601,-0.008397739,4,Idle 2
396,-0.16687546,0.087634482,-0.036845234,-0.015252287,2,Idle 2
397,0.032886473,-0.018362295,-0.041946548,-0.00204139,4,Idle 2
398,0.152842099,-0.137549366,0.013753793,-0.006027254,3,Idle 2
399,0.031711775,-0.031722525,-0.013102612,-0.014599342,4,Idle 2
400,0.017822206,-0.064864799,-0.052607097,-0.010783412,4,Idle 2
401,0.013246697,0.015578487,-0.002304364,-0.010305353,4,Idle 2
402,0.023156775,-0.051493975,0.037309143,-0.014677984,4,Idle 2
403,-0.03636634,-0.031485094,-0.010869981,-0.004681391,4,Idle 2
404,-0.04887513,0.076507945,-0.021541069,-0.003010841,2,Idle 2
405,-0.072243482,0.028641691,0.004869091,-0.001721382,2,Idle 2
406,-0.035979706,-0.033264483,-0.042402448,-0.003795195,4,Idle 2
407,0.06730998,-0.004205504,-0.019188098,-0.016674888,4,Idle 2
408,0.077176777,-0.01037796,0.008764054,-0.000321677,4,Idle 2
409,0.012432045,-0.073349806,-0.02226399,-0.007620374,4,Idle 2
410,0.018050386,-0.05230556,-0.038371615,-0.006524654,4,Idle 2
411,-0.157700583,0.053817477,0.050183553,-0.022213544,2,Idle 2
412,-0.075855248,-0.009454926,-0.010785165,-0.00767617,4,Idle 2
413,0.011463513,0.047555689,0.008187275,-0.025861836,4,Idle 2
414,-0.066371392,0.012088877,-0.016213844,-0.011464711,4,Idle 2
415,0.043891086,-0.036108364,-0.041460167,-0.001031109,4,Idle 2
416,0.07457765,-0.0581134,0.015539133,-0.008808469,4,Idle 2
417,0.031441289,-0.05575007,-0.009699531,-0.013092566,4,Idle 2
418,0.017750826,-0.067188215,-0.05173729,-0.00894455,4,Idle 2
419,0.046882417,-0.044024898,-0.051183041,-0.005762978,4,Idle 2
420,-0.075198581,-0.004277673,-0.033963029,-0.007929213,4,Idle 2
421,0.033865756,0.030550616,0.005181519,-0.016546712,4,Idle 2
422,-0.034323633,0.071715605,-0.008679523,-0.008860345,4,Idle 2
423,0.171927047,-0.115893604,-0.062697418,0.024265429,3,Idle 2
424,-0.006062128,-0.01661515,-0.041994873,-0.000645668,4,Idle 2
425,0.060018695,-0.016844534,-0.017506801,-0.013873826,4,Idle 2
426,0.076001178,-0.026656233,0.001383118,-0.004783436,4,Idle 2
427,0.140245741,-0.227846562,-0.123169061,-0.010471311,1,Go straight 2
428,-0.003413063,-0.124311491,0.073732096,-0.014320213,1,Go straight 2
429,-0.004781006,-0.093745597,-0.020602193,-0.008783721,1,Go straight 2
430,-0.016499763,-0.02820787,0.002138688,0.004769378,4,Go straight 2
431,-0.040778006,-0.013962432,-0.097836421,-0.001037478,6,Go straight 2
432,0.057553624,-0.015425861,-0.009906613,-0.018809606,4,Go straight 2
433,0.055232042,-0.075358834,0.048601798,-0.006660837,1,Go straight 2
434,-0.074976427,0.081306139,0.020638656,-0.002289714,2,Go straight 2
435,-0.150742874,0.108331808,0.021687675,0.014964353,2,Go straight 2
436,0.026122611,-0.122912595,-0.026769924,-0.012919437,1,Go straight 2
437,-0.010494192,0.078983081,-0.003557768,0.003463662,8,Go straight 2
438,0.077518807,0.050121855,-0.028277794,-0.020282928,4,Go straight 2
439,0.013051938,-0.108628098,-0.075359254,-0.005879295,1,Go straight 2
440,0.118460933,-0.018857375,0.032412361,-0.018363325,3,Go straight 2
441,0.003069918,0.050310855,0.024387725,-0.007482797,4,Go straight 2
442,-0.147598383,0.080618047,-0.122336043,-0.003547288,2,Go straight 2
443,-0.205247031,-0.016792848,0.023975622,0.007992626,7,Go straight 2
444,-0.055015724,0.102063242,-0.058183853,-0.003000418,2,Go straight 2
445,0.024723338,-0.078114718,-0.067757115,-0.008810296,4,Go straight 2
446,0.066985517,-0.027927659,0.132709934,-0.037863941,0,Go straight 2
447,0.12491566,-0.104736047,0.033289033,0.022989046,3,Go straight 2
448,-0.040197957,-0.059101353,-0.13846751,-0.010097432,6,Go straight 2
449,0.421868818,0.256126963,0.150786822,-0.188886756,5,Go straight 2
450,-0.102160391,-0.071125063,-0.047333504,-0.022952348,6,Go straight 2
451,0.046606034,-0.152275517,0.09152961,-0.001333678,1,Go straight 2
452,0.043799911,-0.154279598,-0.032632389,-0.02413596,1,Go straight 2
453,0.031871635,-0.058289189,-0.046742282,-0.01222341,4,Go straight 2
454,0.080430184,-0.13572168,0.133594319,-0.02171956,1,Go straight 2
455,0.11515996,0.089563973,-0.118193524,0.032133168,8,Go straight 2
456,-0.053231248,0.033334252,0.065302785,0.008637054,0,Go straight 2
457,0.031373405,-0.043475783,-0.111971381,-0.008948552,4,Go straight 2
458,-0.126933491,0.042261017,0.073497037,0.008470921,2,Go straight 2
459,-0.104608479,0.046407153,-0.00262836,-0.004410632,2,Go straight 2
460,0.175704872,-0.055468374,-0.046961463,-0.011946724,3,Go straight 2
461,0.476350808,0.368063134,0.206354683,-0.137520807,5,Go straight 2
462,0.177768143,0.064827549,-0.069263755,-0.159742429,8,Go straight 2
463,0.031449654,-0.075901162,-0.190448537,0.026568297,6,Go straight 2
464,0.03503721,-0.177974052,-0.074895014,-0.013983797,1,Go straight 2
465,0.100347582,-0.01288455,0.016560665,-0.054982551,4,Go straight 2
466,-0.072650781,-0.141349488,-0.058697735,-0.036456646,6,Go straight 2
467,-0.022826769,-0.215436802,0.050960795,-0.027463968,1,Go straight 2
468,-0.061649352,-0.171301593,0.072583122,-0.009218646,1,Go straight 2
469,-0.156792396,-0.048091654,-0.015297204,0.017953298,7,Go straight 2
470,0.1282607,-0.173486419,0.008588346,-0.013048597,1,Go straight 2
471,0.237321874,-0.050327563,-0.039004265,-0.030277123,3,Go straight 2
472,-0.224771715,-0.027948681,-0.022554205,-0.014015715,7,Go straight 2
473,0.133113163,-0.189358598,-0.034345804,-0.029686397,1,Go straight 2
474,-0.170357892,-0.21505304,0.237102464,-0.082357685,7,Go straight 2
475,-0.152190761,0.073496318,-0.059241228,0.008859497,2,Go straight 2
476,-0.049206917,0.065122226,-0.171851444,0.009696055,6,Go straight 2
477,0.143426386,0.034786486,-0.005596057,-0.093246761,3,Go straight 2
478,0.378362392,0.290350859,0.027394618,0.043334352,5,Go straight 2
479,0.158154523,0.213589966,0.028648386,0.031203243,8,Go straight 2
480,-0.120895254,-0.22424109,0.051283402,0.023059534,1,Go straight 2
481,-0.024003668,-0.09087896,0.193459368,0.030314065,0,Go straight 2
482,0.204342116,0.06487677,-0.026451157,0.141918371,3,Go straight 2
483,0.013639393,-0.080806694,0.107991743,-0.013850302,0,Turn right 2
484,-0.099414473,0.010933871,0.130238637,0.110195924,7,Turn right 2
485,-0.164408981,0.079992931,-0.020947088,0.03908696,2,Turn right 2
486,-0.006871465,-0.028838263,0.073526914,0.000817124,0,Turn right 2
487,0.133967179,0.002796284,0.143075013,0.021195929,0,Turn right 2
488,-0.144179941,0.043605667,0.058242066,-0.039590327,2,Turn right 2
489,0.044158772,-0.146970021,0.306952074,0.019966418,0,Turn right 2
490,-0.038961913,0.000674605,0.035184749,0.035214827,4,Turn right 2
491,-0.013744396,0.161013935,0.052616841,-0.005717147,8,Turn right 2
492,0.129835162,-0.206334923,0.293173258,0.100350447,0,Turn right 2
493,-0.183624754,0.052539148,-0.027926178,0.005004938,2,Turn right 2
494,-0.058004282,-0.059215298,0.16968883,0.012063298,0,Turn right 2
495,0.076329755,-0.002752444,-0.123446526,0.028812435,4,Turn right 2
496,0.018410057,-0.075654612,0.202280176,-0.050409225,0,Turn right 2
497,-0.066589412,-0.070016219,-0.008384957,-0.025208813,4,Turn right 2
498,0.065658016,-0.07523771,0.137713129,-0.014490634,0,Turn right 2
499,-0.102994165,0.029260811,0.105643355,0.005713126,7,Turn right 2
500,0.019930345,-0.072905337,0.078293116,-0.014323393,0,Turn right 2
501,-0.027815006,0.008840848,-0.062247191,-0.008719377,4,Turn right 2
502,0.177540298,0.001110195,0.020922558,0.082706596,3,Turn right 2
503,-0.121482728,-0.017021103,0.129180254,0.025616885,7,Turn right 2
504,-0.133017046,0.066358646,0.030864745,0.027550022,2,Turn right 2
505,-0.104439986,-0.28348727,-0.010090442,0.010018976,1,Turn right 2
506,0.056039386,-0.010332694,0.121133372,-0.020773291,0,Turn right 2
507,0.065743856,-0.0633458,-0.103524408,0.046927948,4,Turn right 2
508,0.044381802,-0.217240609,0.170873683,0.060431792,1,Turn right 2
509,-0.108361649,-0.043337175,0.071158506,-0.007838608,7,Turn right 2
510,-0.113187468,-0.106811833,0.09392391,0.00055821,7,Turn right 2
511,0.351083894,0.29481336,0.077377473,-0.122472034,5,Turn right 2
512,-0.085649209,-0.059023758,0.094943688,-0.012998618,7,Turn right 2
513,-0.046568808,0.050244004,0.110492582,-0.006178268,0,Turn right 2
514,0.118807561,-0.020661251,-0.100416152,0.006124898,4,Turn right 2
515,0.060528429,0.166823611,0.10155451,0.022971834,8,Turn right 2
516,-0.003303088,-0.080139205,0.043188883,-0.003093768,1,Turn right 2
517,-0.011142743,0.039302102,0.075766451,-0.021416719,0,Turn right 2
518,0.054559776,0.189553959,0.042922669,-0.002054079,8,Turn right 2
519,-0.137873062,-0.037906559,0.124458429,0.025333558,7,Turn right 2
520,0.067963315,0.052009954,-0.122660272,0.029435661,8,Turn right 2
521,0.070175966,-0.0395323,0.109797858,0.089125241,0,Turn right 2
522,0.0315677,-0.123152248,-0.022183949,0.038065071,1,Turn right 2
523,-0.047210513,-0.057302577,0.112107161,-0.0278986,0,Turn right 2
524,0.070489836,0.135763072,-0.008024177,0.035567318,8,Turn right 2
525,-0.018606505,0.133705567,0.235159735,0.002949931,0,Turn right 2
526,-0.044068139,0.067222862,0.022364244,-0.000934996,2,Turn right 2
527,-0.158408715,0.15423188,0.074494965,0.210360847,2,Turn right 2
528,0.21569451,0.067415823,0.08345701,0.16888327,3,Turn right 2
529,-0.177664812,0.022057059,-0.007137976,0.020873168,2,Turn right 2
530,-0.025770757,0.049877752,0.157924435,-0.044993002,0,Turn right 2
531,-0.080549857,0.106576492,0.010867996,2.10E-05,2,Turn right 2
532,-0.052084818,-0.056593801,0.160568668,-0.063844695,0,Turn right 2
533,-0.073963879,-0.046524956,-0.000125916,-0.015994815,4,Turn right 2
534,-0.195070199,0.073450012,0.083994616,0.019358377,2,Turn right 2
535,-0.048328636,-0.016347103,-0.001504392,0.01214095,4,Turn right 2
536,-0.036072431,-0.014553197,0.04928127,0.042831032,4,Turn right 2
537,-0.183697309,0.109722626,0.128960476,0.006798657,2,Turn right 2
538,-0.054278332,0.104427275,0.053858984,-0.004676358,2,Turn right 2
539,0.049430303,-0.002581367,0.174859221,9.52E-05,0,Turn right 2
540,-0.069079672,-0.080049851,-0.034953746,-0.006726585,6,Turn right 2
541,0.058887927,-0.163998202,0.12021556,0.00878784,1,Turn right 2
542,0.023284651,-0.150722918,-0.025206639,0.087987729,1,Turn right 2
543,-0.035269131,0.014938939,0.136906067,0.011107574,0,Turn right 2
544,-0.209174411,-0.010747724,-0.001450322,-0.015681632,7,Turn right 2
545,-0.022804086,-0.035309979,0.18972435,0.038292987,0,Turn right 2
546,-0.193521594,-0.023011631,0.151722247,-0.036636236,7,Turn right 2
547,0.10559515,-0.145297788,0.098744489,0.000982846,1,Turn right 2
548,0.12597582,0.000128289,0.112841929,-0.024430981,0,Turn right 2
549,-0.176251998,-0.051805794,0.241116903,-0.032120425,7,Turn right 2
550,-0.091400263,0.082536156,0.071882593,-0.02317518,2,Turn left 2
551,0.013530245,0.181851005,-0.087650014,0.03099777,8,Turn left 2
552,-0.132692993,0.122494219,0.016922285,-0.007977378,2,Turn left 2
553,-0.010169896,0.038301428,-0.084040553,0.004902891,4,Turn left 2
554,0.106852022,-0.199217743,0.069488927,-0.007251461,1,Turn left 2
555,-0.021680089,-0.043946427,0.005425359,-0.018890585,4,Turn left 2
556,-0.209361802,-0.045744897,0.038091668,0.002382259,7,Turn left 2
557,-0.063607823,-0.036193243,-0.063724956,-0.014450959,6,Turn left 2
558,0.152583685,0.036404409,-0.195318718,-0.081452257,8,Turn left 2
559,0.039083827,0.01917732,-0.064071498,0.017874941,4,Turn left 2
560,0.069567667,0.035112937,-0.03900277,0.002824613,4,Turn left 2
561,0.03659742,0.092460233,-0.009930877,-0.01332262,8,Turn left 2
562,0.213865834,-0.102755863,-0.022438456,0.08158572,3,Turn left 2
563,0.321197093,-0.01601838,0.072870394,0.058506635,3,Turn left 2
564,0.15059833,-0.057486722,0.098205682,0.005649036,3,Turn left 2
565,-0.003448427,-0.008193435,-0.019829877,-0.010106701,4,Turn left 2
566,-0.157444812,0.018604645,0.126873272,-0.096254139,7,Turn left 2
567,-0.111210911,-0.140074113,-0.018456353,-0.059001223,7,Turn left 2
568,0.015305381,0.035255755,-0.164944546,-0.004645655,6,Turn left 2
569,0.423872107,0.578400445,0.029248576,-0.051129898,5,Turn left 2
570,0.006201434,0.036666937,-0.201866517,-0.011964652,6,Turn left 2
571,0.444543884,0.301703113,-0.099740246,-0.262766371,5,Turn left 2
572,-0.019319607,-0.128075285,0.045416572,-0.035124279,1,Turn left 2
573,-0.024234692,-0.120614149,0.035436114,-0.017557593,1,Turn left 2
574,-0.191336305,0.031497452,-0.061288338,-0.035340247,2,Turn left 2
575,-0.120917401,0.076848761,-0.083978792,-0.012798211,2,Turn left 2
576,-0.188421927,-0.01490529,0.03660648,-0.058371094,7,Turn left 2
577,0.175384329,-0.172290148,0.031993329,0.014405855,3,Turn left 2
578,-0.024745251,0.123016499,-0.041122911,0.021514744,8,Turn left 2
579,0.015499494,0.099627978,-0.060407444,0.026773401,8,Turn left 2
580,0.107293166,0.316056842,0.004500251,0.025615561,8,Turn left 2
581,-0.113839232,-0.035571326,0.036033322,-0.044992708,7,Turn left 2
582,0.098086895,-0.052126914,0.052071685,-0.026157232,3,Turn left 2
583,0.014728292,-0.065365989,0.107960811,-0.046741738,0,Turn left 2
584,0.129097353,-0.038786074,0.009393064,-0.014914247,3,Turn left 2
585,0.180296849,0.096195947,0.055984265,-0.045155521,3,Turn left 2
586,0.182206078,0.008922559,-0.016387879,0.03033437,3,Turn left 2
587,0.241168858,0.07833736,-0.067401707,-0.002637033,3,Turn left 2
588,-0.040535178,0.198942281,0.062191435,0.006216005,8,Turn left 2
589,0.070488236,0.128726492,-0.071632949,0.040929789,8,Turn left 2
590,-0.122408241,0.149777678,-0.014487283,-0.003083107,2,Turn left 2
591,0.055464731,-0.198782212,-0.046228347,-0.037135012,1,Turn left 2
592,-0.176825662,0.116064879,-0.006990413,0.003225285,2,Turn left 2
593,0.027695757,0.094960546,-0.027593183,0.033136431,8,Turn left 2
594,0.001732561,0.103847909,0.087711713,0.055849872,0,Turn left 2
595,-0.079560619,0.093176268,-0.05514023,0.053535473,2,Turn left 2
596,0.080630439,0.041374397,-0.051313066,-0.029363856,4,Turn left 2
597,-0.042745307,0.129875652,-0.09597626,-0.003803608,8,Turn left 2
598,0.102235448,-0.091421456,0.017786232,0.074039904,3,Turn left 2
599,-0.186543046,0.080150788,-0.027168627,-0.003878054,2,Turn left 2
600,-0.137923913,0.125188019,-0.06775157,0.012508617,2,Turn left 2
601,-0.115801187,0.127318193,0.006365929,0.021908754,2,Turn left 2
602,0.179234229,-0.047315365,0.016322211,-0.001086159,3,Turn left 2
603,0.281692551,-0.128609729,-0.153489856,0.026127152,3,Turn left 2
604,0.335276894,-0.132858458,-0.068301162,0.003973512,3,Turn left 2
605,0.25031731,-0.077483235,0.000247763,0.050646238,3,Turn left 2
606,0.006335656,0.060118997,0.027178115,0.027451724,4,Turn left 2
607,0.228015399,0.337748009,-0.000769705,0.029737345,5,Turn left 2
608,-0.018299681,0.162226047,-0.025429141,0.009477973,8,Turn left 2
609,0.059965109,-0.252328268,0.003362826,-0.043659969,1,Turn left 2
610,0.064656041,-0.284642506,0.073660643,-0.092284334,1,Turn left 2
611,-0.240409296,0.103105777,0.044737616,-0.026413794,2,Turn left 2
612,-0.199786697,0.028104668,-0.022018667,-0.106651747,2,Turn left 2
613,0.099134721,-0.232530755,-0.07104089,-0.028164657,1,Turn left 2
614,-0.009108514,0.13565933,-0.146667656,0.036537133,8,Turn left 2
615,-0.125315378,0.123628863,-0.023741299,0.015001219,2,Turn left 2
616,0.241189848,-0.212356964,0.045146245,0.191525872,3,Turn left 2
617,0.165973897,-0.142825394,-0.086922839,0.14825963,3,Turn left 2
618,0.292300457,-0.083712153,0.004839627,0.096809681,3,Turn left 2
619,-0.175176915,0.168526983,0.092193181,-0.065653715,2,Turn left 2
620,0.004635148,0.066505964,-0.045353342,-0.010587384,4,Turn left 2
621,-0.014925063,0.10783592,0.044370181,0.014659824,8,Turn left 2
622,0.196487132,-0.097855389,-0.021371722,0.008532439,3,Turn left 2
623,0.070658205,0.008298003,0.080350364,0.025420341,0,Turn left 2
624,-0.208133766,0.119370749,0.011940794,0.031824814,2,Turn left 2
625,0.183908781,0.017970832,0.001250368,0.075638746,3,Turn left 2
626,-0.107341339,0.163907041,-0.077836886,0.020114793,2,Turn left 2
627,-0.102937641,0.171721071,0.006469714,-0.003996856,2,Turn left 2
628,0.128274242,-0.15886193,-0.164993962,0.012043055,1,Two-stage left turn 2
629,-0.207608332,0.13057215,0.16891425,0.001471867,2,Two-stage left turn 2
630,-0.048593898,0.034658069,-0.017707305,-0.000161914,4,Two-stage left turn 2
631,-0.028073592,0.048927831,-0.008382573,-0.013433854,4,Two-stage left turn 2
632,-0.061689566,-0.08315646,0.072602345,-0.022771713,7,Two-stage left turn 2
633,-0.124399521,0.042133266,0.101098633,-0.003023383,7,Two-stage left turn 2
634,-0.190474728,-0.167401188,0.079117044,-0.045848861,7,Two-stage left turn 2
635,-0.220779117,0.072705403,0.094920676,-0.008524431,2,Two-stage left turn 2
636,0.03898071,-0.08982027,-0.023644691,-0.015179285,1,Two-stage left turn 2
637,-0.027667337,-0.022593454,0.049012184,-0.008054897,4,Two-stage left turn 2
638,-0.102173999,0.018619016,-0.075908568,-0.007543255,2,Two-stage left turn 2
639,0.072419521,-0.043775427,-0.038482543,-0.000287235,4,Two-stage left turn 2
640,0.058383137,-0.108417672,-0.058164715,-0.005980584,1,Two-stage left turn 2
641,-0.091330558,0.010429079,-0.048702428,-0.003249715,2,Two-stage left turn 2
642,-0.141977999,0.041311917,-0.042738423,-0.006756347,2,Two-stage left turn 2
643,-0.048700715,0.07046373,-0.08494003,-0.003769122,2,Two-stage left turn 2
644,-0.173514263,0.040004388,0.0313789,-0.000176429,2,Two-stage left turn 2
645,0.070296269,0.038577985,-0.068700691,0.005964495,4,Two-stage left turn 2
646,-0.092439326,0.032495612,0.040926776,-0.009999397,2,Two-stage left turn 2
647,-0.089828799,0.163171542,-0.072782083,0.004863146,2,Two-stage left turn 2
648,0.134159742,0.001933352,0.049770956,0.002631062,3,Two-stage left turn 2
649,-0.116055552,0.087711999,-0.078687442,-0.00374226,2,Two-stage left turn 2
650,0.04017889,0.03615977,0.018320026,0.006681642,4,Two-stage left turn 2
651,-0.10701048,-0.04864433,0.041168359,-0.015650452,7,Two-stage left turn 2
652,0.229917442,-0.054260597,-0.105894975,0.028295058,3,Two-stage left turn 2
653,0.053216291,-0.064013577,0.008637786,-0.001325918,4,Two-stage left turn 2
654,0.048759364,0.004272166,-0.071040784,0.004103197,4,Two-stage left turn 2
655,0.028107802,0.023355402,0.020303377,-0.002293089,4,Two-stage left turn 2
656,0.059459491,0.005465589,0.014803386,-0.011204282,4,Two-stage left turn 2
657,0.034242353,0.003202157,-0.081233235,-0.004267327,4,Two-stage left turn 2
658,0.062987424,0.057305591,-0.093283497,-0.009293974,8,Two-stage left turn 2
659,-0.032278433,0.114575953,-0.037231312,0.000365234,8,Two-stage left turn 2
660,0.011519088,0.038470266,-0.048788137,-0.006671983,4,Two-stage left turn 2
661,0.036225054,0.140421958,-0.14469862,0.005016326,8,Two-stage left turn 2
662,0.086827002,-0.065450522,-0.05435507,-0.03757512,4,Two-stage left turn 2
663,0.091570201,0.006955067,-0.111961719,-0.000786728,4,Two-stage left turn 2
664,0.111800362,0.003684625,-0.022389212,-0.007932048,4,Two-stage left turn 2
665,0.007863107,0.166359753,-0.01621591,-0.00272415,8,Two-stage left turn 2
666,-0.045998529,0.123856248,0.037975866,-0.009882549,2,Two-stage left turn 2
667,-0.019368524,0.190864542,-0.027060904,0.001122223,8,Two-stage left turn 2
668,0.04294494,0.072557567,-0.008260351,-0.004328691,8,Two-stage left turn 2
669,0.067440119,0.081244221,-0.074259587,-0.008737754,8,Two-stage left turn 2
670,0.086784843,0.108475763,-0.02722024,-0.007751059,8,Two-stage left turn 2
671,-0.025461627,0.161674833,-0.002262311,-0.009843934,8,Two-stage left turn 2
672,-0.009323499,0.160372943,-0.063215347,-0.002187948,8,Two-stage left turn 2
673,0.021596042,0.096081088,-0.065095556,-0.006652407,8,Two-stage left turn 2
674,-0.013246176,0.161880032,-0.069029659,-0.002067845,8,Two-stage left turn 2
675,-0.064517314,0.164472758,-0.105412663,0.001014994,8,Two-stage left turn 2
676,-0.087429059,0.171233129,-0.030243427,-0.002862583,2,Two-stage left turn 2
677,-0.021391385,0.166232243,-0.140486319,0.005360575,8,Two-stage left turn 2
678,-0.012155813,0.129125859,-0.108887096,-0.003413494,8,Two-stage left turn 2
679,-0.000976259,0.157676505,-0.063487578,-0.008066743,8,Two-stage left turn 2
680,0.076106106,0.039361375,-0.171126422,-0.004315081,4,Two-stage left turn 2
681,-0.065463971,0.072893787,-0.046641429,-0.005298029,2,Two-stage left turn 2
682,-0.01870898,0.157937877,-0.180901071,0.004444904,8,Two-stage left turn 2
683,-0.096208074,0.147958592,-0.04409388,-0.001163156,2,Two-stage left turn 2
684,-0.109782369,0.132470471,-0.024242967,0.000719085,2,Two-stage left turn 2
685,-0.061607193,0.095820135,-0.065796023,0.007354181,2,Two-stage left turn 2
686,-0.099667589,0.058330915,-0.015285462,-0.00247588,2,Two-stage left turn 2
687,-0.052285745,0.072974984,-0.080568065,-0.008476876,2,Two-stage left turn 2
688,-0.064146126,-0.025833822,-0.070242499,0.000356353,6,Two-stage left turn 2
689,-0.114845742,0.023107609,-0.040712463,-0.001171634,2,Two-stage left turn 2
690,-0.004210038,-0.064927963,-0.074862554,-8.59E-05,4,Two-stage left turn 2
691,-0.094273572,0.012515782,-0.041915624,0.002433317,2,Two-stage left turn 2
692,-0.143303646,0.089282307,-0.079864508,0.00456733,2,Two-stage left turn 2
693,-0.109653912,0.063968526,-0.068168634,-0.00024414,2,Two-stage left turn 2
694,-0.092961282,0.000863986,-0.050122414,-0.000949036,2,Two-stage left turn 2
695,-0.109924325,0.035358138,-0.166444728,0.001847274,6,Two-stage left turn 2
696,-0.071650524,-0.064687422,-0.163139039,0.000931672,6,Two-stage left turn 2
697,-0.13728266,-0.138792396,-0.213863299,0.003320648,6,Two-stage left turn 2
698,-0.162305545,-0.160942389,-0.215922562,0.003661089,6,Two-stage left turn 2
699,-0.125256836,-0.089209897,-0.212466548,0.014136038,6,Two-stage left turn 2
700,-0.092764191,-0.157666536,-0.216280643,0.016427967,6,Two-stage left turn 2
701,-0.10319515,-0.18066687,-0.270307761,0.005216384,6,Two-stage left turn 2
702,-0.116781961,-0.140885189,-0.258506138,0.007575005,6,Two-stage left turn 2
703,-0.080199598,-0.139978755,-0.256357111,0.003135663,6,Two-stage left turn 2
704,0.005790138,-0.129150579,-0.258054536,0.021758754,6,Two-stage left turn 2
705,-0.08469018,-0.061951643,-0.141227811,0.005886161,6,Two-stage left turn 2
706,-0.111968623,-0.092864286,-0.173586354,0.002215849,6,Two-stage left turn 2
707,-0.084471613,0.017062436,-0.17401039,0.008242715,6,Two-stage left turn 2
708,-0.114186442,-0.039370015,-0.183440276,0.009702332,6,Two-stage left turn 2
709,0.000431304,-0.049656358,-0.187858277,0.00942854,6,Two-stage left turn 2
710,-0.057228278,-0.049069274,-0.049306848,-0.009904472,4,Two-stage left turn 2
711,0.000635815,0.04889541,-0.041459494,0.004335829,4,Two-stage left turn 2
712,0.089563269,-0.041074946,-0.042060792,-0.006051991,4,Two-stage left turn 2
713,0.024436785,0.056641453,-0.032613351,-0.009858038,4,Two-stage left turn 2
714,0.192439263,-0.067840725,-0.028345281,0.001105315,3,Two-stage left turn 2
715,0.014890252,0.187159454,-0.031498239,0.038338729,8,U-trun 1
716,-0.033183103,0.042421615,0.015251313,0.033723771,4,U-trun 1
717,0.070281114,0.120331621,0.029874499,-0.012730742,8,U-trun 1
718,0.264091403,-0.095714373,-0.094958867,-0.012784663,3,U-trun 1
719,0.221910734,0.01595,0.003710528,-0.024816664,3,U-trun 1
720,0.16483072,-0.052487986,-0.007620583,-0.016220769,3,U-trun 1
721,0.198588938,0.046311864,-0.024418915,-0.030197029,3,U-trun 1
722,0.114977914,-0.076161001,0.066202552,0.012082063,3,U-trun 1
723,0.046516647,-0.104665345,-0.074945284,0.015717509,1,U-trun 1
724,0.200333666,-0.025154596,-0.002433284,0.007078629,3,U-trun 1
725,-0.058547558,0.005117492,-0.067351518,-0.038784335,4,U-trun 1
726,0.093690752,-0.073660626,-0.041068969,0.020700041,4,U-trun 1
727,-0.081311316,-0.034809046,0.025839424,0.005283417,7,U-trun 1
728,0.005383889,-0.031607289,0.038105699,-0.019168407,4,U-trun 1
729,-0.197275891,-0.049208931,0.128435692,-0.032639595,7,U-trun 1
730,-0.026646433,-0.042406386,-0.005724614,0.00202634,4,U-trun 1
731,-0.013520077,-0.018333213,0.04787058,-0.033152924,4,U-trun 1
732,0.065009186,0.078781109,-0.054280986,-0.017151126,8,U-trun 1
