,4,5,6,8,Base Action,Action
294,0.045271927,-0.178818651,0.042017696,-0.028522694,1,Two-stage left turn 1
295,0.084983045,-0.13651027,-0.069665894,-0.01022409,1,Two-stage left turn 1
296,-0.004393966,0.064506025,0.001584226,-0.007604021,4,Two-stage left turn 1
297,-0.013512996,0.086478489,-0.083083781,-0.002158407,8,Two-stage left turn 1
298,0.015772108,0.016193674,-0.003347323,-0.005364959,4,Two-stage left turn 1
299,0.019807262,0.027401398,0.079351559,-0.01300952,0,Two-stage left turn 1
300,0.150451449,-0.005717641,-0.036634786,-0.025371257,3,Two-stage left turn 1
301,0.09965801,0.009017314,0.023073952,-0.014246697,4,Two-stage left turn 1
302,-0.01479576,0.141106785,-0.006132428,-0.003616745,8,Two-stage left turn 1
303,0.03829474,0.209324483,-0.014734181,-0.004400853,8,Two-stage left turn 1
304,0.105090341,0.163679791,-0.048790012,-0.007244967,8,Two-stage left turn 1
305,0.039015362,0.191614078,0.043751153,-0.008041928,8,Two-stage left turn 1
306,0.015532319,0.229879576,-0.005447422,-0.003771636,8,Two-stage left turn 1
307,0.046413566,0.238720359,0.025573873,-0.006827429,8,Two-stage left turn 1
308,0.036201556,0.268673182,0.016536011,-0.007442027,8,Two-stage left turn 1
309,-0.012253433,0.217979402,-0.016246269,-0.003024392,8,Two-stage left turn 1
310,0.057233765,0.16975696,-0.123416107,-0.006127649,8,Two-stage left turn 1
311,-0.001441556,0.143808327,-0.020146558,-0.003005735,8,Two-stage left turn 1
312,0.034110054,0.169329355,-0.1109062,0.005208133,8,Two-stage left turn 1
313,-0.071383359,0.105462349,-0.026264143,-0.002034115,2,Two-stage left turn 1
314,-0.014234836,0.158839128,-0.096830815,0.004794816,8,Two-stage left turn 1
315,0.019822957,0.133420762,-0.140510946,-0.006340857,8,Two-stage left turn 1
316,0.034259204,0.022016256,-0.066099903,-0.010294508,4,Two-stage left turn 1
317,-0.070531239,0.079332103,-0.077916847,-0.006008446,2,Two-stage left turn 1
318,-0.058945614,0.067992906,-0.14206449,-0.0130329,6,Two-stage left turn 1
319,0.052088508,0.050454356,-0.161385829,0.004125456,8,Two-stage left turn 1
320,0.01209578,0.044522576,-0.105947713,-0.012804855,4,Two-stage left turn 1
321,0.071475619,0.046138716,-0.141559689,-0.004535163,4,Two-stage left turn 1
322,-0.073572832,0.020100993,-0.08355011,-0.001409539,6,Two-stage left turn 1
323,0.055715942,0.089872202,-0.267493341,0.004606751,8,Two-stage left turn 1
324,-0.056334958,-0.019717897,-0.021625107,-0.006911498,4,Two-stage left turn 1
325,-0.032119538,-0.007363573,0.05622336,-0.003333742,4,Two-stage left turn 1
326,-0.070076592,0.025122634,-0.010693153,-0.002410149,2,Two-stage left turn 1
327,-0.017946124,0.044200504,-0.046995032,-0.007709597,4,Two-stage left turn 1
328,-0.035179331,-0.006572679,-0.071221188,-0.001920734,4,Two-stage left turn 1
329,-0.046371627,0.03674011,-0.097233226,0.005018734,4,Two-stage left turn 1
330,-0.052266468,0.005008422,-0.056054584,-0.005603994,4,Two-stage left turn 1
331,-0.048501558,0.067172732,-0.089285925,-0.024949949,4,Two-stage left turn 1
332,-0.034493103,-0.046957759,-0.057512037,-0.006474785,4,Two-stage left turn 1
333,-0.068468323,-0.069462395,-0.114114558,-0.009457749,6,Two-stage left turn 1
334,-0.06666367,-0.045655138,-0.061865993,0.00242982,6,Two-stage left turn 1
335,-0.029744462,-0.042384219,-0.15972348,0.003291562,6,Two-stage left turn 1
336,0.029427576,-0.133291636,-0.08578164,0.00320556,1,Two-stage left turn 1
337,-0.034161118,-0.068647577,-0.153141218,-0.006920273,6,Two-stage left turn 1
338,-0.052986427,-0.018158006,-0.162125572,-0.01551528,6,Two-stage left turn 1
339,-0.063209392,-0.076912851,-0.15875587,-0.003090644,6,Two-stage left turn 1
340,-0.049156671,-0.087936155,-0.133116465,-0.005455826,6,Two-stage left turn 1
341,-0.100780989,-0.064063373,-0.136894915,-0.000718741,6,Two-stage left turn 1
342,-0.099258293,-0.080023049,-0.089866269,-0.003272724,6,Two-stage left turn 1
343,-0.120765854,-0.052444898,-0.093753001,-0.00305705,6,Two-stage left turn 1
344,-0.070324653,-0.009275432,-0.136143942,-0.005040421,6,Two-stage left turn 1
345,-0.108428847,-0.046797327,-0.090473093,-0.000438378,6,Two-stage left turn 1
346,-0.038550069,-0.063966476,-0.140813851,-0.005031532,6,Two-stage left turn 1
347,-0.065102715,-0.112534896,-0.117191649,-0.003850369,6,Two-stage left turn 1
348,-0.062791432,-0.110834879,-0.143186447,-0.008528306,6,Two-stage left turn 1
349,-0.084936387,-0.168053078,-0.135085915,-0.002213574,6,Two-stage left turn 1
350,-0.058897813,-0.116415226,-0.202818267,-0.009927544,6,Two-stage left turn 1
351,-0.052407915,-0.211817216,-0.166759818,0.003866056,6,Two-stage left turn 1
352,-0.117346033,-0.12819969,-0.115135658,0.001679139,6,Two-stage left turn 1
353,-0.121973754,-0.094319342,-0.08787609,0.001614898,6,Two-stage left turn 1
354,-0.125131055,-0.086826418,-0.111695531,0.003762792,6,Two-stage left turn 1
355,-0.092830472,-0.080424674,-0.059985309,0.006792624,6,Two-stage left turn 1
356,0.02469483,-0.170447202,-0.028963588,-0.009380599,1,Two-stage left turn 1
357,-0.123377514,0.095736728,-0.058010025,0.004790032,2,Idle 2
358,0.002803399,-0.053685049,-0.037472277,-0.002991987,4,Idle 2
359,-0.119778653,0.049508125,-0.011320693,-0.011094967,2,Idle 2
360,0.155895486,-0.14290582,0.009169852,0.02361741,3,Idle 2
361,0.009591876,-0.079546487,-0.007323972,-0.011878079,4,Idle 2
362,0.034728525,-0.025838052,-0.033627329,-0.018183862,4,Idle 2
363,0.004214468,-0.054326551,-0.008000841,-0.013262944,4,Idle 2
364,0.028681106,-0.047282753,0.026003029,-0.014153068,4,Idle 2
